,date,neuron,neurite,condition,length,length_decrease,intensity,intensity_norm,speedup_early,intensity_decrease,MT-RFmed
207,210928,28,53,Cer,-14.0,,-0.23485690299239353,-0.4304997135247264,False,,
208,210928,28,54,Cer,-8.0,,-0.34649214884378005,-0.5208260100566612,False,,
209,210928,30,37,Cer,0.0,0.0,-0.13159172373140748,-0.05150751423504193,False,0.0034167440206979097,-0.35065306122448975
210,210928,30,38,Cer,-13.0,,-0.028033024162093606,-0.10120153789977948,False,,
211,210928,30,39,Cer,-5.0,-10.0,0.2170595201783368,0.4742823738928882,False,0.25496961233461357,-0.13788477366255145
212,210928,30,40,Cer,-12.0,-11.0,0.1255012351552669,0.21980447008348777,False,0.12124776819378158,0.0013095238095237763
213,210928,31,33,Cer,-5.0,-4.0,0.16997845805912926,0.271006024019962,False,0.271006024019962,-0.13663817663817657
214,210928,31,34,Cer,-19.0,-18.0,-0.39869978517737725,-0.27523625000362023,False,-0.20287713785324563,-0.5367430922986478
215,210928,31,35,Cer,-3.0,-4.0,0.16895813200110066,0.2654350740197157,False,-0.12913410501147207,-0.09633986928104572
216,210928,34,29,Cer,1.0,,-0.19949831676249907,-0.173088141862313,False,,
217,210928,34,30,Cer,-21.0,-12.0,-0.0643999390246568,-0.04827077470732466,False,-0.04908738044057259,-0.432280701754386
218,210928,34,31,Cer,-49.0,,0.07933941115158893,0.2112982259667863,False,,
219,210928,38,19,Cer,13.0,-4.0,0.32863804393445095,0.2850659259560251,False,0.04911887558171296,-0.11950617283950615
220,210928,38,20,Cer,-32.0,-11.0,-0.1564882295688938,-0.3208770136983154,False,-0.2253404348270637,-0.20370370370370366
221,210928,38,21,Cer,-27.0,,-0.17837803156848053,-0.22444266368034813,False,,
222,210928,38,22,Cer,1.0,-3.0,-0.3196502688252443,-0.22869548085579688,False,-0.5666907052595348,-0.5850370370370369
223,210928,40,8,Cer,-6.0,-6.0,-0.4759565140746308,-0.3852159396696748,False,-0.2044826843881559,-0.1466666666666666
224,210928,40,9,Cer,-11.0,,-0.22429431016544854,-0.24721872932185246,False,,
225,210928,40,10,Cer,23.0,,0.1593014762799424,0.24524907749077507,False,,
226,210928,42,0,Cer,-3.0,,-0.1392659217612573,-0.11480665197355239,False,,
227,210928,42,1,Cer,-5.0,,-0.1256701855544018,-0.1804805545746947,False,,
228,210928,42,2,Cer,-4.0,,-0.34583633462808083,-0.29005727664661746,False,,
229,211001,0,6,Cer,-16.0,-4.0,-0.10250450118938059,-0.08019396720285774,False,-0.10406895397998606,-1.2662222222222221
230,211001,0,7,Cer,-2.0,126.0,-0.1648784024479819,-0.23938588229480437,False,,-1.2466666666666668
231,211001,0,8,Cer,41.0,-12.0,-0.0230652207991221,-0.05214620404480354,False,0.004866570404834288,-0.4867354497354497
232,211001,1,0,Cer,-18.0,,-0.16247057085497296,-0.19651501497039203,False,,
233,211001,1,1,Cer,2.0,,0.08721210212550479,0.1285625735284817,False,,
234,211001,1,2,Cer,-12.0,,-0.2623257814958392,-0.38183762970110396,False,,
235,211001,1,3,Cer,-2.0,-11.0,0.1174771981047541,0.1365800052781575,False,0.4383238405207485,-0.6331893333333334
236,211001,1,4,Cer,3.0,,0.16471093681506588,0.1494404360415598,False,,
237,211001,4,148,Cer,1.0,,-0.011618567940132829,-0.009310742288192411,False,,
238,211001,4,149,Cer,-8.0,-8.0,0.01903381832699913,0.020900362214684186,False,-0.12458211612099067,-0.3310185185185185
239,211001,4,150,Cer,-30.0,-13.0,-0.3138518904475095,-0.3084694396536317,False,-0.2252520455873758,-0.2741916519694297
240,211001,8,144,Cer,-15.0,-16.0,0.2228074357786296,0.16586610421175008,False,-0.3048086391478224,-0.6385432098765431
241,211001,8,145,Cer,-12.0,-13.0,-0.45932949755070596,-0.43895434687176116,False,-0.2798371706964994,-0.44
242,211001,8,146,Cer,0.0,3.0,-0.022158905147309615,-0.04949129160200026,False,0.31043391101914114,-0.32
243,211001,9,138,Cer,8.0,5.0,0.10402952925130093,0.10024173158398267,False,0.008022539646734436,-0.6824074074074074
244,211001,9,139,Cer,-7.0,4.0,-0.15525701931308145,-0.15340934495864067,False,-0.19422748612889457,-0.44503703703703695
245,211001,9,140,Cer,-2.0,-5.0,0.11334045819119865,0.13399408638696556,False,0.02626466121807351,-0.33187407407407404
246,211001,9,141,Cer,-8.0,-4.0,0.07516863538575347,0.07720363298803747,False,-0.09829543841670321,-0.5431111111111111
247,211001,9,142,Cer,6.0,4.0,0.18633849639849542,0.36219581470351103,False,0.3651231400718316,-0.0676923076923076
248,211001,10,133,Cer,-2.0,,-0.071291915122638,-0.07854177907653845,False,,
249,211001,10,134,Cer,-5.0,2.0,-0.052284987591923904,-0.05151475631875591,False,-0.11247313671230619,-0.6361957671957672
250,211001,10,135,Cer,-3.0,-2.0,-0.010290405136728964,-0.015017541932870972,False,0.0028821341197761553,-0.029333333333333305
251,211001,10,136,Cer,-5.0,-2.0,0.03063175560029241,0.054965910580831466,False,-0.03721582431295957,-0.4583333333333333
252,211001,11,127,Cer,1.0,-13.0,0.1251873482738961,0.1005191316246789,False,-0.028363649052052648,-0.15222222222222215
253,211001,11,128,Cer,-6.0,,-0.06608697665834862,-0.19598365156419806,False,,
254,211001,11,129,Cer,-32.0,,-0.6629338354459864,-0.5366860264137814,False,,
255,211001,11,130,Cer,-2.0,,0.09142183387964209,0.1054801667838399,False,,
256,211001,11,131,Cer,-14.0,,-0.1713240631629846,-0.3614061942694091,False,,
257,211001,12,120,Cer,-3.0,0.0,0.004880239508074036,0.004151197879175675,False,0.03937800779832085,-0.34222222222222215
258,211001,12,121,Cer,9.0,-2.0,0.372746461573082,0.5616867051650969,False,-0.07430090697405349,-0.4504761904761905
259,211001,12,122,Cer,-18.0,,-0.20798118408109756,-0.3678986701730651,False,,
260,211001,12,123,Cer,-7.0,,-0.1079463627067409,-0.22982965181579945,False,,
261,211001,12,124,Cer,3.0,,0.08344265560178232,0.09367032126466106,False,,
262,211001,12,125,Cer,-6.0,-12.0,-0.057536147477499244,-0.05959264532904131,False,-0.11861036800199869,-0.132
263,211001,14,108,Cer,-16.0,-3.0,0.02683656388654776,0.03156543902959752,False,0.03156543902959752,-0.1717222222222222
264,211001,14,109,Cer,1.0,0.0,-0.013087277052780344,-0.011592436075235458,False,-0.011592436075235458,-0.7333333333333333
265,211001,14,110,Cer,-2.0,-3.0,-0.03007498363455463,-0.03886398946710818,False,-0.06458907497703328,-0.9508595555555553
266,211001,14,111,Cer,-15.0,-9.0,0.03919431324153522,0.04457712911161346,False,-0.09767113415349213,-0.23571428571428563
267,211001,16,105,Cer,-20.0,-3.0,-0.13504949857557236,-0.1940899231977704,False,-0.1272134785877403,-0.4430501089324619
268,211001,16,106,Cer,-26.0,-5.0,-0.16305124479388455,-0.19613542390102734,False,0.04113897031619064,-0.5683333333333334
269,211001,17,99,Cer,24.0,18.0,-0.054251516520174015,-0.046332184602193335,False,-0.14496427236929887,-0.7598148148148147
270,211001,17,100,Cer,-10.0,,0.4775953128931558,0.8868344858760466,False,,
271,211001,17,101,Cer,-41.0,-25.0,-0.153780083726617,-0.22378588095530502,False,-0.17895317461709853,-0.4693333333333333
272,211001,17,102,Cer,1.0,,-0.07961713412829774,-0.0968060621952969,False,,
273,211001,17,103,Cer,16.0,,0.08932057626540058,0.12711503798581916,False,,
274,211001,20,94,FRB,-3.0,-8.0,-0.06995536224335874,-0.06538547240141383,True,-0.22338993774765534,-3.7104466666666656
275,211001,20,95,FRB,-8.0,-8.0,-0.44265856320949715,-0.4374073581419458,True,-0.4165763820006987,-3.2164
278,211001,21,90,FRB,16.0,11.0,0.06130617684368178,0.05563846132333037,True,0.20768705663440917,-1.5873733333333333
279,211001,21,91,FRB,-2.0,-1.0,0.10106452853115433,0.13482925332249918,True,0.08736584151402395,-1.1067711111111111
281,211001,23,85,FRB,6.0,-67.0,-0.16067145969487795,-0.21813649305749216,True,-8.522266305758466,-2.4897766666666667
282,211001,23,86,FRB,-15.0,-8.0,-0.5045740067782281,-0.6545633502155241,True,-0.5087857550854777,-2.14742
283,211001,23,87,FRB,-174.0,-154.0,-0.0240013551282674,-0.0631041955776309,True,-5.008608112051358,-3.816486666666667
284,211001,23,88,FRB,-62.0,-39.0,0.0677309597350324,0.08188183307892147,True,-0.32781560094335455,-1.4759677777777778
286,211001,25,80,FRB,30.0,-8.0,-0.03545229657044002,-0.030967980612367555,True,0.11788781614641945,-1.186349126984127
291,211001,26,73,FRB,-9.0,-7.0,-0.12445399543220004,-0.15766757059900885,True,-0.06296399419686691,-0.9633946666666666
295,211001,26,77,FRB,4.0,3.0,0.1885325105108417,0.4035956601138682,True,0.5027839775691549,-1.0565377777777778
296,211001,27,67,FRB,-65.0,-64.0,-0.05489434312932806,-0.059279129848445335,True,-0.11348646301176524,-1.7198426666666666
297,211001,27,68,FRB,-70.0,-23.0,-0.01887767805292695,-0.015534629733628517,True,-0.19400783255010376,-4.6154166666666665
299,211001,27,70,FRB,-2.0,1.0,-0.242815587891954,-0.16844936213945796,True,-0.09300007336092264,-2.0608133333333334
301,211001,30,56,FRB,-9.0,-7.0,0.12737234693728683,0.28852678724281955,True,-0.040060280858609285,-1.8403733333333328
302,211001,30,57,FRB,-30.0,-19.0,-0.3150275996561269,-0.30349460988866317,True,-0.29774321610536914,-2.2252388888888888
303,211001,30,58,FRB,-39.0,-11.0,-0.28030767977386756,-0.4640001585005846,True,-0.4903614047859403,-1.2506266666666668
305,211001,32,48,FRB,-59.0,-48.0,-0.11887491804492134,-0.16403141264155557,True,-0.014720279088791113,-1.2891804444444444
306,211001,32,49,FRB,-9.0,-2.0,0.09497648138733461,0.06626696892004001,True,-0.024422332148015157,-1.5291955555555556
307,211001,32,50,FRB,-27.0,-33.0,-0.49407612841479015,-0.5144527350783789,True,-0.4504570431305269,-3.942232380952381
308,211001,32,51,FRB,-14.0,-13.0,-0.31567898613963363,-0.34017740975508715,True,-0.2714982690267463,-1.4138985941043083
309,211001,32,52,FRB,-43.0,-35.0,-0.2856311268317579,-0.37627503766313597,True,-0.4452432433720092,-1.8976711111111109
310,211001,32,53,FRB,-24.0,-11.0,-0.11835136159679638,-0.15765482414880572,True,-9.148224631446112,-2.139165925925926
316,211001,34,37,FRB,-13.0,3.0,-0.2959206073249179,-0.26529917935113206,True,-0.36142609168271833,-2.025372148148148
320,211001,35,32,FRB,2.0,-3.0,-0.1878652904489706,-0.08503276800958214,True,-0.21158488541796863,-1.478488534080299
321,211001,35,33,FRB,-26.0,-32.0,-1.1012146782766452,-0.6145718512358871,True,-0.6132953066075613,-2.3003165079365075
322,211001,35,34,FRB,-45.0,-3.0,-0.10605274049947111,-0.10786075716531666,True,-0.2754414027884602,-1.6414933333333335
324,211001,36,26,FRB,-50.0,-43.0,-0.08318025758374348,-0.10736319671193068,True,-0.19544882791753423,-1.2729383333333333
325,211001,36,27,FRB,-17.0,9.0,-0.3230730764591726,-0.44911675475011864,True,-0.5263147008737259,-1.173583888888889
326,211001,36,28,FRB,22.0,27.0,-0.47000228169240443,-0.38076933403787927,True,-0.544581830515602,-2.1592103703703702
327,211001,36,29,FRB,-30.0,-25.0,0.07871273723820182,0.1166280808867218,True,-0.34335289070604547,-1.1750723809523809
328,211001,36,30,FRB,-10.0,-2.0,-0.6645215442150638,-0.37230362805496914,True,-0.43116811276493305,-1.8929105555555557
329,211001,37,22,FRB,3.0,-5.0,-0.053697813000114336,-0.06944633639389174,True,0.00022835371772442854,-2.0188911111111114
330,211001,37,23,FRB,-9.0,-18.0,-0.0463058998131588,-0.06675176571145815,True,0.04121369450882363,-3.87838
331,211001,37,24,FRB,-25.0,-30.0,-0.07445780984943973,-0.15156400701471728,True,-0.19865885484458776,-1.7758888888888889
332,211001,38,16,FRB,-4.0,-3.0,-0.48450887130883624,-0.5254278096415096,True,-0.5498715365431347,-0.993692275132275
333,211001,38,17,FRB,-17.0,-5.0,-0.42440002745519684,-0.5098205983580189,True,-0.4488340225148552,-2.450082962962963
334,211001,38,18,FRB,-59.0,-45.0,-0.1567044778034159,-0.23917508939797208,True,0.2675724981470848,-1.293102962962963
335,211001,38,19,FRB,-17.0,-13.0,0.045994574906285335,0.051797363173109734,True,-0.03768628028938151,-2.139459259259259
336,211001,38,20,FRB,-2.0,-7.0,-0.05939292061629142,-0.057933906982770546,True,-0.06460619760970435,-3.294182222222222
338,211001,39,11,FRB,-28.0,-20.0,-0.480513748643307,-0.4789644167277035,True,-0.39560704613182424,-1.366095238095238
339,211001,39,12,FRB,-30.0,-62.0,-0.4996095317353817,-0.41551982579010754,True,-6.968806719851424,-2.236666666666667
341,211001,39,14,FRB,-1.0,-1.0,-0.5142711469814606,-0.4145463326412591,True,-0.353054610111522,-1.0178666666666665
343,211001,40,6,FRB,-4.0,-1.0,-0.29200847065431235,-0.3349176152200187,True,-0.26358051244719455,-2.1040066666666664
350,211005,7,76,Cer,4.0,,-0.17815117353429855,-0.2526813126206453,False,,
351,211005,7,77,Cer,-9.0,-11.0,-0.18161654051570653,-0.22798852593373164,False,-0.07665731905197366,-0.4237037037037037
352,211005,7,78,Cer,-8.0,0.0,-0.4414229252905517,-0.3048275294831281,False,-0.2663406730129337,-0.5866666666666667
353,211005,7,79,Cer,10.0,,-0.44227944613383297,-0.36860624895658073,False,,
393,211008,0,205,Cer,-4.0,-1.0,0.2893705525497132,0.25552899975842597,False,0.005192501503785853,-0.33832788671023967
394,211008,0,206,Cer,30.0,7.0,0.21911891629323144,0.3657145499448417,False,0.1150554505727029,-0.5488359788359788
395,211008,0,207,Cer,-5.0,-16.0,0.17731427976438474,0.2825336400637692,False,-0.02615871691280265,-0.4585683760683761
396,211008,1,200,Cer,-6.0,-7.0,-0.009748809572499906,-0.011635932513010164,False,-0.2609061107290775,-0.1629629629629629
397,211008,1,201,Cer,1.0,1.0,-0.1146979457709163,-0.09658926756043,False,-0.012045856317659896,-0.3666666666666667
398,211008,1,202,Cer,-9.0,1.0,0.11616811019929696,0.20189734072737267,False,-0.13794541452916842,-0.3911111111111111
399,211008,1,203,Cer,-4.0,-10.0,0.13984749906938077,0.16596279888760007,False,0.07982143757697574,-0.3234567901234568
400,211008,2,196,Cer,-4.0,,0.154027391921693,0.14115067776503545,False,,
401,211008,2,197,Cer,19.0,,0.4029698336148355,0.4612627648683291,False,,
402,211008,2,198,Cer,8.0,,0.2556871221371966,0.42228521702178384,False,,
403,211008,3,191,Cer,4.0,4.0,-0.020987270539964076,-0.03199908687197242,False,0.1976911218759931,-0.44
404,211008,3,192,Cer,0.0,6.0,0.49288172470147806,0.529349045909249,False,0.529349045909249,-0.5866666666666667
405,211008,3,193,Cer,5.0,4.0,-0.052134940586248346,-0.08289115314083584,False,-0.17002791209655235,-0.2594871794871795
406,211008,3,194,Cer,-22.0,-31.0,-0.15679580539122306,-0.14690247515680957,False,-6.309693489240988,-0.44000000000000006
407,211008,4,187,Cer,-8.0,,0.3900626565068366,0.6099279927992798,False,,
408,211008,4,188,Cer,2.0,,0.3164904573529048,0.4102996139942405,False,,
409,211008,4,189,Cer,-45.0,,0.23033856155715637,0.2916413768979146,False,,
410,211008,7,174,Cer,6.0,,0.27687029887768455,0.44263372322249944,False,,
411,211008,7,175,Cer,-10.0,,-0.17601036757138366,-0.2426942264417925,False,,
412,211008,7,176,Cer,6.0,,0.10274572492685063,0.08221375072879762,False,,
413,211008,7,177,Cer,21.0,,0.4849682648071587,0.5283700653665964,False,,
414,211008,8,169,Cer,2.0,,0.8761259833797519,1.111577485383355,False,,
415,211008,8,170,Cer,-10.0,,-0.8618746674432111,-0.5225067819924281,False,,
416,211008,8,171,Cer,-3.0,,0.043828709007067035,0.07743175701653214,False,,
417,211008,8,172,Cer,-5.0,,-0.05837560459879343,-0.06724773627420895,False,,
418,211008,9,164,Cer,9.0,,0.4367754897094416,0.397995564430525,False,,
419,211008,9,165,Cer,-21.0,,-0.824925143480756,-0.5983354914163986,False,,
420,211008,9,166,Cer,-9.0,,-0.08415600993595485,-0.10895493437840457,False,,
421,211008,9,167,Cer,-19.0,,-0.05884793280811862,-0.11700911769214761,False,,
422,211008,10,159,Cer,4.0,,-0.0349765314980689,-0.04051257896205958,False,,
423,211008,10,160,Cer,3.0,-18.0,0.12023877105799885,0.17864067516845283,False,0.05752036363063454,-0.12
424,211008,10,161,Cer,-2.0,,0.09457643440002506,0.10492696672045948,False,,
425,211008,10,162,Cer,-11.0,-11.0,0.24479435815708406,0.34647174441046596,False,0.01563020223379474,-0.0684444444444444
426,211008,11,155,Cer,-5.0,-2.0,0.12112923098333339,0.23404899630366138,False,0.9652243860946086,-0.2266666666666666
427,211008,11,156,Cer,0.0,-13.0,0.25396163172302677,0.37944206475405196,False,-0.07306517109450297,-0.1128205128205128
