date,neuron,manipulation,condition,c2_group,dynein_group,neurite,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,time,length,intensity,Unnamed: 0.1.1.1.1,origin,branch,MT-RFmed,MT-RFstd,MT-RFnb,MT-RFmed_pos,MT-RFstd_pos,MT-RFnb_pos,MT-RFmed_neg,MT-RFstd_neg,MT-RFnb_neg,length_um,length_um_smooth,growth,dT,growth_rate,MT-RF_smooth_100,MT-RF_smooth_10,MT-RF_smooth_20,MT-RF_smooth_40,MT-RF_smooth_60,MT-RF_pos_smooth_100,MT-RF_pos_smooth_10,MT-RF_pos_smooth_20,MT-RF_pos_smooth_40,MT-RF_pos_smooth_60,MT-RF_neg_smooth_100,MT-RF_neg_smooth_10,MT-RF_neg_smooth_20,MT-RF_neg_smooth_40,MT-RF_neg_smooth_60,intensity_norm,intensity_norm_smooth,d_intensity,d_intensity_rate,frame,MT-RF_smooth_200,MT-RF_pos_smooth_200,MT-RF_neg_smooth_200,dead,stage,c2,dynein
210601,0,late,Dync1h1,medium,low,40,227.5,227.5,227.5,227.5,155.25,18.975,,,,,,,,,,,,,,4.1745,3.416285714285738,0.16971428571428565,1.5,0.11314285714285709,,,,,,,,,,,,,,,,,,,,103.5,,,,1.0,3.0,621.387,0.0
210601,0,late,Dync1h1,medium,low,41,351.5,351.5,351.5,351.5,155.25,60.85,,,,,,,,,,,,,,13.387,12.84925714285714,-0.023257142857145103,1.5,-0.015504761904763407,,,,-0.5377777777777784,-0.5377777777777784,,,,,,,,,-0.5377777777777784,-0.5377777777777784,,,,,103.5,,,,1.0,3.0,621.387,0.0
210601,2,before,Dync1h1,medium,low,33,395.0,23.0,23.0,23.0,34.5,200.6595744680851,331.78125,0.0,0.5,0.5,-1.472328,,1.0,,,,-1.472328,,1.0,44.145106382978724,43.77371428571426,-0.01609756097561071,1.5,-0.010731707317073817,,-1.6691807407407404,-1.730697222222222,-1.8172759739368995,-1.8008983834422656,,,,,,,-1.6691807407407404,-1.730697222222222,-1.8172759739368995,-1.8008983834422656,0.9892446760931639,0.9893789343184035,-0.0019231430832214846,-0.0012820953888143239,23.0,,,,0.0,2.5,513.952,170.444
210601,2,before,Dync1h1,medium,low,34,519.0,147.0,147.0,147.0,34.5,121.76595744680851,262.16666666666663,,,,,,,,,,,,,26.788510638297872,25.594904761904765,-0.10678048780487727,1.5,-0.07118699186991818,,,,,,,,,,,,,,,,0.7816806382189806,0.7629754500776621,0.0009938723944297341,0.0006625815962864913,23.0,,,,0.0,2.5,513.952,170.444
210601,2,before,Dync1h1,medium,low,35,643.0,271.0,271.0,271.0,34.5,118.12765957446808,309.7708333333333,7.5,0.5,0.5,-0.495,,1.0,,,,-0.495,,1.0,25.98808510638298,25.408428571428576,-0.059560975609755755,1.5,-0.03970731707317051,,-0.49979922779922803,-0.514317828032114,-0.5454451256080781,-0.597421895300912,,,,,,,-0.49979922779922803,-0.514317828032114,-0.5454451256080781,-0.597421895300912,0.923618039548476,0.9080877351282869,-0.00797436438824796,-0.005316242925498623,23.0,,,,0.0,2.5,513.952,170.444
210601,2,between,Dync1h1,medium,low,33,421.0,49.0,49.0,49.0,73.5,199.2,,,,,,,,,,,,,,43.824,43.551199999999994,-0.24199999999999733,1.5,-0.1613333333333315,-1.472328,-1.9152466666666663,-1.915246666666666,-1.915246666666666,-1.915246666666666,,,,,,-1.472328,-1.9152466666666663,-1.915246666666666,-1.915246666666666,-1.915246666666666,,0.9575463584133208,-0.02149249052954304,-0.014328327019695362,49.0,,,,0.0,2.5,513.952,170.444
210601,2,between,Dync1h1,medium,low,34,545.0,173.0,173.0,173.0,73.5,119.8,,,,,,,,,,,,,,26.356,25.872000000000035,4.2577052994374755e-15,1.5,2.842170943040401e-15,,,,,,,,,,,,,,,,,,,,49.0,,,,0.0,2.5,513.952,170.444
210601,2,between,Dync1h1,medium,low,35,669.0,297.0,297.0,297.0,73.5,96.2,336.5,,,,,,,,,,,,,21.163999999999998,21.841600000000003,-0.5676000000000023,1.5,-0.3784000000000015,-0.5706433333333333,-0.44,-0.508021206349206,-0.627953333333333,-0.6209066324635116,,,,,,-0.5706433333333333,-0.44,-0.508021206349206,-0.627953333333333,-0.6209066324635116,1.00331418217681,0.9741274628603904,-0.008845464310424598,-0.00589697620694972,49.0,,,,0.0,2.5,513.952,170.444
210601,2,early,Dync1h1,medium,low,33,439.5,67.5,67.5,67.5,101.25,173.09375,397.4263888888889,,,,,,,,,,,,,38.080625,38.055875000000036,-0.16499999999999915,1.5,-0.10999999999999945,-1.8671519629629627,,-1.9152466666666663,-1.9152466666666663,-1.9152466666666663,,,,,,-1.8671519629629627,,-1.9152466666666663,-1.9152466666666663,-1.9152466666666663,1.1849733502036799,1.125620261455318,0.024627011158129066,0.01641800743875272,67.5,,,,0.9375,2.5,513.952,170.444
210601,2,early,Dync1h1,medium,low,34,563.5,191.5,191.5,191.5,101.25,108.03125,,,,,,,,,,,,,,23.766875,23.813625000000005,-0.013750000000003815,1.5,-0.009166666666669201,,,,,,,,,,,,,,,,,,,,67.5,,,,0.9375,2.5,513.952,170.444
210601,2,early,Dync1h1,medium,low,35,687.5,315.5,315.5,315.5,101.25,92.4375,320.61111111111114,11.25,0.5,0.5,-0.72193,,1.0,,,,-0.72193,,1.0,20.33625,20.32937499999999,-0.01993750000000027,1.5,-0.013291666666666847,-0.611347833871181,-0.8149519830687825,-0.8451736857142851,-0.7860755164021158,-0.6752458002736347,,,,,,-0.611347833871181,-0.8149519830687825,-0.8451736857142851,-0.7860755164021158,-0.6752458002736347,0.9559395980423261,0.9647870111221515,-0.001344650886581418,-0.0008964339243876116,67.5,,,,0.9375,2.5,513.952,170.444
210601,2,late,Dync1h1,medium,low,33,475.5,103.5,103.5,103.5,155.25,175.9,,,,,,,,,,,,,,38.698,38.54525714285717,-0.01759999999999715,1.5,-0.01173333333333144,,,,,,,,,,,,,,,,,0.614026788683617,-0.35145812548021205,-0.234305416986808,103.5,,,,1.0,2.5,513.952,170.444
210601,2,late,Dync1h1,medium,low,34,599.5,227.5,227.5,227.5,155.25,130.45,,,,,,,,,,,,,,28.699,27.70931428571425,0.21308571428571596,1.5,0.14205714285714396,,,,,,,,,,,,,,,,,,,,103.5,,,,1.0,2.5,513.952,170.444
210601,2,late,Dync1h1,medium,low,35,723.5,351.5,351.5,351.5,155.25,83.725,,,,,,,,,,,,,,18.4195,17.70622857142861,-0.015085714285712891,1.5,-0.010057142857141921,,,,,-1.0300392142857135,,,,,,,,,,-1.0300392142857135,,,,,103.5,,,,1.0,2.5,513.952,170.444
210601,4,before,Dync1h1,high,low,28,767.0,23.0,23.0,23.0,34.5,200.2127659574468,502.68320983399167,13.0,0.5,0.5,-0.2710919067215363,0.24749319322419028,1.3333333333333333,,,,-0.2710919067215363,0.24749319322419028,1.3333333333333333,44.04680851063829,43.44266666666666,-0.15775609756097464,1.5,-0.10517073170731643,,-0.2530609121331343,-0.264726018308139,-0.3565710896242335,-0.44990848431778835,,,,,,,-0.2530609121331343,-0.264726018308139,-0.3565710896242335,-0.44990848431778835,1.027806749938088,1.030637918299475,-0.0008447585890006804,-0.0005631723926671244,23.0,,,,0.0,2.5,1235.667,249.206
210601,4,before,Dync1h1,high,low,29,891.0,147.0,147.0,147.0,34.5,129.25531914893617,517.6825988029327,8.0,0.5,0.5,-0.8318095238095238,0.0681516250057892,1.1764705882352942,,,,-0.8318095238095238,0.0681516250057892,1.1764705882352942,28.43617021276596,27.801190476190484,-0.06117073170731636,1.5,-0.04078048780487757,,-0.8094350046191316,-0.8009795950319759,-0.804658892530767,-0.8591415864757717,,,,,,,-0.8094350046191316,-0.8009795950319759,-0.804658892530767,-0.8591415864757717,1.0584751170640074,1.0600715428493033,-0.0033342041868126707,-0.002222802791208432,23.0,,,,0.0,2.5,1235.667,249.206
210601,4,between,Dync1h1,high,low,28,793.0,49.0,49.0,49.0,73.5,183.4,501.8311194129137,28.0,0.5,0.5,-0.18333333333333326,,1.0,,,,-0.18333333333333326,,1.0,40.348,39.978400000000036,0.03960000000000008,1.5,0.026400000000000055,-0.5459870370370371,-0.23271111111111126,-0.7497382716049382,-0.6038001732726878,-0.5063038806836128,,,,,,-0.5459870370370371,-0.23271111111111126,-0.7497382716049382,-0.6038001732726878,-0.5063038806836128,1.0260645308442162,1.0321932298731338,0.01230353102850738,0.008202354019004921,49.0,,,,0.0,2.5,1235.667,249.206
210601,4,between,Dync1h1,high,low,29,917.0,173.0,173.0,173.0,73.5,120.6,469.93725450220865,18.5,0.5,0.5,-0.616,0.2935505368679697,2.0,,,,-0.616,0.2935505368679697,2.0,26.532,26.747599999999995,-0.17160000000001216,1.5,-0.11440000000000808,-0.8714708994708993,-0.648513051146384,-0.6557851851851847,-0.8982175154933569,-0.8796389703794144,,,,,,-0.8714708994708993,-0.648513051146384,-0.6557851851851847,-0.8982175154933569,-0.8796389703794144,0.9608530238840736,0.8958864313167456,-0.01296253641806426,-0.00864169094537616,49.0,,,,0.0,2.5,1235.667,249.206
210601,4,early,Dync1h1,high,low,28,811.5,67.5,67.5,67.5,101.25,183.3125,537.3887670903838,33.0,0.5,0.5,-1.2414285714285713,,1.0,,,,-1.2414285714285713,,1.0,40.32875,40.33562499999999,0.0013750000000003451,1.5,0.0009166666666668979,-0.5787235874067443,-1.3717070453912563,-1.385685914979019,-1.2020889370705552,-0.9818073541442923,,,,,,-0.5787235874067443,-1.3717070453912563,-1.385685914979019,-1.2020889370705552,-0.9818073541442923,1.0987671586222425,1.0997636653242313,0.0027500801924168535,0.0018333867949445657,67.5,,,,0.96875,2.5,1235.667,249.206
210601,4,early,Dync1h1,high,low,29,935.5,191.5,191.5,191.5,101.25,109.53125,379.00774400721883,26.5,0.5,0.5,-1.0128148148148146,0.34994495308106427,1.4166666666666667,,,,-1.0128148148148146,0.34994495308106427,1.4166666666666667,24.096875,24.005437500000003,-0.09075000000000054,1.5,-0.060500000000000366,-0.8748010080282015,-1.0858665735841657,-1.1090827720856702,-1.0498026960036146,-0.9219168260975118,,,,,,-0.8748010080282015,-1.0858665735841657,-1.1090827720856702,-1.0498026960036146,-0.9219168260975118,0.7749348097344888,0.778113158819464,-0.002811924004277447,-0.0018746160028516347,67.5,,,,0.96875,2.5,1235.667,249.206
210601,4,late,Dync1h1,high,low,28,847.5,103.5,103.5,103.5,155.25,180.6,575.1244920694213,38.0,0.5,0.5,-1.76,,1.0,,,,-1.76,,1.0,39.732,39.219085714285676,0.038342857142850816,1.5,0.02556190476190054,,-1.7600000000000016,-1.7600000000000016,-1.7600000000000016,-1.6340703703703714,,,,,,,-1.7600000000000016,-1.7600000000000016,-1.7600000000000016,-1.6340703703703714,1.1759231727649677,1.1616812597568429,0.0031567231316036886,0.0021044820877357943,103.5,,,,1.0,2.5,1235.667,249.206
210601,4,late,Dync1h1,high,low,29,971.5,227.5,227.5,227.5,155.25,102.475,396.7493975767147,,,,,,,,,,,,,22.5445,21.772457142857103,0.04274285714285724,1.5,0.028495238095238153,,,,-1.173333333333332,-1.2990718694885357,,,,,,,,,-1.173333333333332,-1.2990718694885357,0.811210123763404,0.8057214095283868,-0.00048429937473835693,-0.00032286624982557716,103.5,,,,1.0,2.5,1235.667,249.206
210601,5,before,Dync1h1,medium,low,23,1015.0,23.0,23.0,23.0,34.5,283.3404255319149,345.72403270730575,11.0,0.5,0.5,-0.5090062111801241,0.17926840490653226,1.2173913043478262,,,,-0.5090062111801241,0.17926840490653226,1.2173913043478262,62.33489361702127,61.2212857142857,-0.2961951219512193,1.5,-0.19746341463414618,,-0.49103960434748634,-0.44085328254605044,-0.413351400603932,-0.5017834445410301,,0.08800000000000001,0.088,0.088,0.088,,-0.5578518663875808,-0.6035773694832964,-0.6447257256556085,-0.6780375486587598,1.0073826191567308,0.9584262216938086,-0.010500748470394356,-0.007000498980262895,23.0,,,,0.0,2.5,390.652,271.522
210601,5,before,Dync1h1,medium,low,24,1139.0,147.0,147.0,147.0,34.5,98.68085106382979,322.1759259259259,18.5,0.5,0.5,-0.38615984405458087,0.029930445764509896,1.236842105263158,,,,-0.38615984405458087,0.029930445764509896,1.236842105263158,21.709787234042555,21.095380952380953,-0.025756097560974852,1.5,-0.01717073170731657,,-0.42504593636396365,-0.4395561197836556,-0.4836735929599753,-0.5767120919503449,,,,,,,-0.42504593636396365,-0.4395561197836556,-0.4836735929599753,-0.5767120919503449,0.9387673328549768,0.9374407594112227,0.008163546703565045,0.005442364469043349,23.0,,,,0.0,2.5,390.652,271.522
210601,5,before,Dync1h1,medium,low,25,1263.0,271.0,271.0,271.0,34.5,294.5744680851064,354.82524588693036,17.5,0.5,0.5,-0.31287595532039975,0.14490129985331865,1.8055555555555556,0.114074074074074,,1.0,-0.3578783068783069,0.10735590427333334,1.3611111111111112,64.8063829787234,64.9392857142857,0.3224878048780504,1.5,0.2149918699187002,,-0.3142927903554131,-0.3144214730915797,-0.3727087445632116,-0.49569028618293015,,0.114074074074074,0.114074074074074,0.114074074074074,0.114074074074074,,-0.3577506802721089,-0.35026783305631165,-0.3977339506584528,-0.5238845850219046,1.0339020482476096,1.0299063301756217,0.003417414619186864,0.0022782764127912344,23.0,,,,0.0,2.5,390.652,271.522
210601,5,between,Dync1h1,medium,low,23,1041.0,49.0,49.0,49.0,73.5,244.2,,24.0,0.5,0.5,0.08800000000000001,,1.0,0.08800000000000001,,1.0,,,,53.724000000000004,53.16079999999995,-0.6644000000000148,1.5,-0.44293333333334317,-0.24178995876887344,0.0879999999999991,0.0879999999999991,-0.4820225462962968,-0.5730485807345164,0.4714285714285715,0.088,0.088,0.088,0.088,-0.6186854117487453,,,-1.235923333333334,-0.8781234994618554,,0.9246871718596132,0.0369692754086656,0.0246461836057771,49.0,,,,0.0,2.5,390.652,271.522
210601,5,between,Dync1h1,medium,low,24,1165.0,173.0,173.0,173.0,73.5,102.4,312.8806818181818,39.5,0.5,0.5,-0.8148148148148148,,1.0,,,,-0.8148148148148148,,1.0,22.528,22.189200000000042,0.0572000000000024,1.5,0.03813333333333492,-0.5845333333333333,-0.814814814814814,-0.8304592592592588,-0.6947301185770749,-0.6584877257028959,,,,,,-0.5845333333333333,-0.814814814814814,-0.8304592592592588,-0.6947301185770749,-0.6584877257028959,0.9116825297487722,0.9028723009150532,0.00346802719902362,0.0023120181326824,49.0,,,,0.0,2.5,390.652,271.522
210601,5,between,Dync1h1,medium,low,25,1289.0,297.0,297.0,297.0,73.5,331.8,351.3247619047619,36.5,0.5,0.5,-0.08119047619047615,0.0074077853267162,1.5,,,,-0.08119047619047615,0.0074077853267162,1.5,72.99600000000001,73.19400000000005,0.3915999999999883,1.5,0.26106666666665884,-0.5195093610093611,-0.10090816326530658,-0.38321012558869727,-0.7242839360879689,-0.6372018464973299,0.114074074074074,,,,0.114074074074074,-0.5506648351648353,-0.10090816326530658,-0.38321012558869727,-0.724283936087969,-0.6390301303311887,1.0237022172012717,1.0166899876096729,-0.0101463717610665,-0.00676424784071096,49.0,,,,0.0,2.5,390.652,271.522
210601,5,early,Dync1h1,medium,low,23,1059.5,67.5,67.5,67.5,101.25,201.3125,352.76918876497876,8.833333333333334,0.5,0.5,-0.7946155555555555,,1.0,0.088,,1.0,-1.2359233333333333,,1.0,44.28875,44.25437499999997,-0.32175000000000153,1.5,-0.21450000000000102,-0.23609831398728479,-0.7427279444444448,-0.5783820675016537,-0.2695156700498577,-0.08234577151640589,0.4714285714285715,0.17320634920634914,0.2985098039215686,0.33962500000000007,0.38684905287613625,-0.8558726724328253,-1.2359233333333337,-1.235923333333334,-1.235923333333334,-1.2118953568672846,1.0279110380409198,1.0260294390985947,0.0020353836060110824,0.0013569224040073998,67.5,,,,1.0,2.5,390.652,271.522
210601,5,early,Dync1h1,medium,low,24,1183.5,191.5,191.5,191.5,101.25,89.4375,,44.0,0.5,0.5,-1.408,,1.0,,,,-1.408,,1.0,19.67625,19.738812500000012,-0.024750000000000945,1.5,-0.01650000000000063,-0.6880030838932996,-1.3130333333333324,-1.321988287432731,-1.1973399739931705,-0.9982520392754568,,,,,,-0.6880030838932996,-1.3130333333333324,-1.321988287432731,-1.1973399739931705,-0.9982520392754568,,0.8200359345379673,-0.05233313012395577,-0.03488875341597047,67.5,,,,1.0,2.5,390.652,271.522
210601,5,early,Dync1h1,medium,low,25,1307.5,315.5,315.5,315.5,101.25,334.75,324.80341880341877,44.5,0.5,0.5,-1.1134693877551018,0.4076153793934834,1.5714285714285714,,,,-1.1134693877551018,0.4076153793934834,1.5714285714285714,73.645,73.55975000000001,-0.10037499999999965,1.5,-0.06691666666666643,-0.5741119166873316,-1.2750505952380957,-1.3437748970870405,-1.1775373513396759,-0.8712702373736908,0.114074074074074,,,,,-0.5926368301531734,-1.2750505952380957,-1.3437748970870405,-1.1775373513396759,-0.8712702373736908,0.9464234122892501,0.9436522025350916,-0.020415958402390643,-0.013610638934927057,67.5,,,,1.0,2.5,390.652,271.522
210601,5,late,Dync1h1,medium,low,23,1095.5,103.5,103.5,103.5,155.25,189.325,349.4580098066813,24.0,0.5,0.5,0.12793,,1.0,0.6844444444444444,,1.0,-1.5416133333333333,,1.0,41.6515,40.18645714285719,0.12885714285714914,1.5,0.08590476190476606,,-0.19007825396825404,-0.020473851851851837,0.32203732200854723,-0.20417613333333326,,0.6844444444444446,0.6844444444444447,0.6844444444444446,0.6844444444444446,,-1.5416133333333342,-1.5416133333333342,-1.4600960000000007,-1.3640220000000007,1.0182628105069944,1.0159437706338352,-0.00040595451162038,-0.00027063634108025333,103.5,,,,1.0,2.5,390.652,271.522
210601,5,late,Dync1h1,medium,low,24,1219.5,227.5,227.5,227.5,155.25,124.75,,48.0,0.5,0.5,-1.417777777777778,,1.0,,,,-1.417777777777778,,1.0,27.445,27.564742857142843,0.12445714285713942,1.5,0.0829714285714263,,-1.4177777777777791,-1.4177777777777791,-1.42058888888889,-1.4221428571428572,,,,,,,-1.4177777777777791,-1.4177777777777791,-1.42058888888889,-1.4221428571428572,,,,,103.5,,,,1.0,2.5,390.652,271.522
210601,5,late,Dync1h1,medium,low,25,1343.5,351.5,351.5,351.5,155.25,325.725,305.4907407407407,,,,,,,,,,,,,71.65950000000001,71.25108571428571,0.08925714285713947,1.5,0.05950476190475964,,,,-1.7416666666666671,-1.6799952380952383,,,,,,,,,-1.7416666666666671,-1.6799952380952383,0.8901494643737391,0.9075228466073249,-0.0050374263174983655,-0.0033582842116655805,103.5,,,,1.0,2.5,390.652,271.522
210601,7,before,Dync1h1,medium,low,16,1387.0,23.0,23.0,23.0,34.5,325.70212765957444,353.3496818781762,1.5,0.5,0.5,-0.4033333333333333,,1.0,,,,-0.4033333333333333,,1.0,71.65446808510639,71.71057142857138,0.11697560975609564,1.5,0.07798373983739709,,-0.4033333333333333,-0.4033333333333334,-0.4033333333333334,-0.4033333333333333,,,,,,,-0.4033333333333333,-0.4033333333333334,-0.4033333333333334,-0.4033333333333333,1.0164578275942997,0.9970334868403524,-0.0033687281152504525,-0.0022458187435002983,23.0,,,,0.0,3.0,552.661,184.062
210601,7,before,Dync1h1,medium,low,17,1511.0,147.0,147.0,147.0,34.5,149.4255319148936,309.08333333333337,5.25,0.5,0.5,-0.3020722222222222,0.0821029540377713,1.4,,,,-0.3020722222222222,0.0821029540377713,1.4,32.873617021276594,32.43009523809523,-0.062243902439025695,1.5,-0.04149593495935045,,-0.22712933695189413,-0.20389429947346588,-0.17250492816866939,-0.29191493860274553,,,,,,,-0.22712933695189413,-0.20389429947346588,-0.17250492816866939,-0.29191493860274553,0.889119729429729,0.8836807596939646,-0.00813202398901864,-0.005421349326012439,23.0,,,,0.0,3.0,552.661,184.062
210601,7,before,Dync1h1,medium,low,18,1635.0,271.0,271.0,271.0,34.5,105.68085106382979,355.96754005415744,9.0,0.5,0.5,-0.4477192982456141,,1.0,,,,-0.4477192982456141,,1.0,23.249787234042554,23.007285714285718,0.03863414634146356,1.5,0.025756097560975702,,-0.43083136708136704,-0.4538152978986313,-0.48285786061771474,-0.4684233348000759,,,,,,,-0.43083136708136704,-0.4538152978986313,-0.48285786061771474,-0.4684233348000759,1.0239884483107642,1.0040129127260111,0.004112949943411195,0.002741966628940785,23.0,,,,0.0,3.0,552.661,184.062
210601,7,before,Dync1h1,medium,low,19,1759.0,395.0,395.0,395.0,34.5,96.76595744680851,342.95454545454544,7.0,0.5,0.5,-0.088,,1.0,,,,-0.088,,1.0,21.288510638297872,20.95080952380952,-0.07619512195122034,1.5,-0.050796747967480224,,-0.12519047619047616,-0.13416748768472903,-0.1997767371584842,-0.30296332326033876,,,,,,,-0.12519047619047616,-0.13416748768472903,-0.1997767371584842,-0.30296332326033876,0.9865548212280651,0.979729715696184,-0.0007876498777830999,-0.0005250999185220763,23.0,,,,0.0,3.0,552.661,184.062
210601,7,between,Dync1h1,medium,low,16,1413.0,49.0,49.0,49.0,73.5,339.4,,,,,,,,,,,,,,74.66799999999999,74.33359999999995,-0.04399999999999692,1.5,-0.029333333333331286,-0.4033333333333333,,,,-0.4033333333333333,,,,,,-0.4033333333333333,,,,-0.4033333333333333,,0.8617117967259998,-0.07607099689198304,-0.0507139979279887,49.0,,,,0.2,3.0,552.661,184.062
