date,neuron,type,neurite,manipulation,Unnamed: 0,time,length,intensity,intensity_distal,intensity_proximal,out_of_frame,frame,kymograph,experiment,length_um,growth_rate,rel_intensity
220509,0,axon,0,between,206,309.0,264.0,3609.7820512820513,2698.8125,5597.434782608696,True,206,60,1,87.12,0.0,1.2390728909119046
220509,0,axon,0,out_of_bounds,408,612.0,264.0,4171.017094017094,2620.1875,7474.95652173913,True,408,60,1,87.12,0.0,1.4317191828496114
220509,0,dendrite,1,before,6,9.0,222.0,2351.473958333333,253.5625,3924.565217391305,False,6,61,1,73.26,-0.3739999999999952,1.0395676115327077
220509,0,dendrite,1,between,206,309.0,237.0,2952.4347826086955,1184.875,4971.95652173913,False,206,61,1,78.21000000000001,-0.0220000000001239,1.3052475296549844
220509,0,dendrite,1,out_of_bounds,408,612.0,279.0,2275.3172690763054,0.0,5541.173913043478,True,408,61,1,92.07,0.8579999999999283,1.0058993553852824
220509,0,dendrite,2,before,6,9.0,177.0,2827.1292517006805,837.5625,3158.086956521739,False,6,62,1,58.41,-0.0268888888888956,1.002542085824184
220509,0,dendrite,2,between,206,309.0,173.0,2638.5034965034965,706.5625,3726.521739130435,False,206,62,1,57.09,0.0439999999999874,0.9356525872482738
220509,0,dendrite,2,out_of_bounds,408,612.0,225.0,1251.2358974358974,0.0,3057.5652173913045,True,408,62,1,74.25,1.231999999999971,0.44370686119811314
220509,1,axon,0,before,6,9.0,347.0,5633.148264984227,681.5625,12693.04347826087,True,6,56,1,114.51,0.0,1.0092001430970106
220509,1,axon,0,between,206,309.0,347.0,3821.2618296529968,449.375,10088.565217391304,True,206,56,1,114.51,0.0,0.6845937305198457
220509,1,axon,0,out_of_bounds,408,612.0,347.0,4118.842271293375,460.625,10760.478260869566,True,408,56,1,114.51,0.0,0.7379064093557866
220509,1,dendrite,1,before,6,9.0,170.0,1249.7857142857142,584.1875,2541.1304347826085,False,6,57,1,56.1,0.0171111111111059,0.9649097676190808
220509,1,dendrite,1,between,206,309.0,169.0,1299.2158273381294,483.8125,2138.7391304347825,False,206,57,1,55.77,0.0,1.003072788970345
220509,1,dendrite,1,out_of_bounds,408,612.0,196.0,778.9096385542168,0.0,1444.608695652174,True,408,57,1,64.68,0.6160000000001086,0.6013651058278884
220509,1,dendrite,2,before,6,9.0,134.0,1151.4615384615386,316.625,1896.0869565217392,False,6,58,1,44.22,-0.0073333333333351,1.0549071531717906
220509,1,dendrite,2,between,206,309.0,135.0,839.8190476190476,358.4375,1341.2173913043478,False,206,58,1,44.55,0.0,0.7693970585304496
220509,1,dendrite,2,out_of_bounds,408,612.0,201.0,366.8654970760234,0.0,1182.6521739130435,True,408,58,1,66.33,1.452000000000164,0.33610244388579613
220509,2,axon,0,before,6,9.0,236.0,1684.5873786407767,1728.5625,1920.9565217391305,True,6,52,1,77.88000000000001,0.0,0.9853646970967199
220509,2,axon,0,between,206,309.0,236.0,1058.1990291262136,1358.125,1187.4347826086955,True,206,52,1,77.88000000000001,0.0,0.6189717310148171
220509,2,axon,0,out_of_bounds,408,612.0,236.0,824.8349514563107,953.6875,1435.0,True,408,52,1,77.88000000000001,0.0,0.48247021935562645
220509,2,dendrite,1,before,6,9.0,187.0,1322.0891719745223,568.75,2381.8695652173915,False,6,53,1,61.71,0.0537777777777771,1.0443399836251397
