date,neuron,type,neurite,manipulation,Unnamed: 0,origin,branch,kymograph,time,MT-RFmed,MT-RFstd,MT-RFnb,MT-RFmed_pos,MT-RFstd_pos,MT-RFnb_pos,MT-RFmed_neg,MT-RFstd_neg,MT-RFnb_neg,frame
220509,13,dendrite,1,before,6,0.5,0.5,34,9.0,-0.165,,1.0,,,,-0.165,,1.0,6.0
220509,13,dendrite,1,early,18,0.5,0.5,34,31.5,-1.1,0.0972271824131503,1.0,,,,-1.1,0.0972271824131503,1.0,21.0
220509,14,axon,0,before,6,0.5,0.5,27,9.0,-0.0314285714285714,,1.0,,,,-0.0314285714285714,,1.0,6.0
220509,14,axon,0,early,35,0.5,0.5,27,55.5,0.3539130434782609,0.7169447885769691,1.0,0.3539130434782609,,1.0,-0.66,,1.0,37.0
220509,14,dendrite,1,before,6,0.5,0.5,28,9.0,-0.11,,1.0,,,,-0.11,,1.0,6.0
220509,14,dendrite,1,early,10,0.5,0.5,28,16.5,-2.4200000000000004,1.011162697096763,1.0,,,,-2.4200000000000004,1.011162697096763,1.0,11.0
220509,14,dendrite,4,before,6,0.5,0.5,31,9.0,-0.055,,1.0,,,,-0.055,,1.0,6.0
220509,14,dendrite,4,early,12,0.5,0.5,31,18.0,-2.7133333333333334,0.9852354484532564,1.0,,,,-2.7133333333333334,0.9852354484532564,1.0,12.0
220509,15,axon,0,before,6,0.5,0.5,15,9.0,0.0,,1.0,,,,,,,6.0
220509,15,axon,0,early,65,0.5,0.5,15,100.5,-0.0224489795918367,,1.0,,,,-0.0224489795918367,,1.0,67.0
220509,15,dendrite,5,before,6,0.5,0.5,20,9.0,-0.1375,,1.0,,,,-0.1375,,1.0,6.0
220509,15,dendrite,5,early,10,0.5,0.5,20,16.5,-2.126666666666667,,1.0,,,,-2.126666666666667,,1.0,11.0
220509,15,dendrite,6,before,6,0.5,0.5,21,9.0,-0.0275,,1.0,,,,-0.0275,,1.0,6.0
220509,15,dendrite,6,early,9,0.5,0.5,21,15.0,-2.53,,1.0,,,,-2.53,,1.0,10.0
220509,17,axon,0,before,6,0.5,0.5,11,9.0,0.0,,1.0,,,,,,,6.0
220509,17,axon,0,early,28,0.5,0.5,11,42.0,0.2723809523809524,,1.0,0.2723809523809524,,1.0,,,,28.0
220509,17,dendrite,1,before,6,0.5,0.5,12,9.0,-0.1571428571428571,,1.0,,,,-0.1571428571428571,,1.0,6.0
220509,17,dendrite,1,early,9,0.5,0.5,12,13.5,-4.033333333333334,,1.0,,,,-4.033333333333334,,1.0,9.0
220509,17,dendrite,2,before,6,0.5,0.5,13,9.0,0.0,,1.0,,,,,,,6.0
220509,17,dendrite,2,early,11,0.5,0.5,13,16.5,-0.748,,1.0,,,,-0.748,,1.0,11.0
220509,19,axon,0,before,6,0.5,0.5,7,9.0,0.0,,1.0,,,,,,,6.0
220509,19,axon,0,early,16,0.5,0.5,7,25.5,0.462,,1.0,0.462,,1.0,,,,17.0
220509,19,dendrite,1,before,6,0.5,0.5,8,9.0,0.0,,1.0,,,,,,,6.0
220509,19,dendrite,1,early,10,0.5,0.5,8,15.0,-3.74,,1.0,,,,-3.74,,1.0,10.0
220509,19,dendrite,2,before,6,0.5,0.5,9,9.0,-0.0628571428571428,,1.0,,,,-0.0628571428571428,,1.0,6.0
220509,19,dendrite,2,early,13,0.5,0.5,9,19.5,-2.112,0.8193010571348132,1.0,,,,-2.112,0.8193010571348132,1.0,13.0
220509,21,axon,0,before,6,0.5,0.5,4,9.0,0.0314285714285714,,1.0,0.0314285714285714,,1.0,,,,6.0
220509,21,axon,0,early,83,0.5,0.5,4,129.0,0.0255813953488372,,1.0,0.0255813953488372,,1.0,,,,86.0
220509,21,axon,0,out_of_bounds,92,0.5,0.5,4,142.5,0.0255813953488372,,1.0,0.0255813953488372,,1.0,,,,95.0
220509,21,dendrite,1,before,6,0.5,0.5,5,9.0,-0.1571428571428571,,1.0,,,,-0.1571428571428571,,1.0,6.0
220509,21,dendrite,1,early,40,0.5,0.5,5,63.0,-0.264,,1.0,,,,-0.264,,1.0,42.0
220509,23,axon,0,before,6,0.5,0.5,0,9.0,-0.0628571428571428,,1.0,,,,-0.0628571428571428,,1.0,6.0
220509,23,axon,0,early,86,0.5,0.5,0,129.0,-0.0169230769230769,0.0248775624636076,1.0,,,,-0.0169230769230769,0.0248775624636076,1.0,86.0
220509,23,axon,0,out_of_bounds,189,0.5,0.5,0,288.0,-0.0064705882352941,,1.0,,,,-0.0064705882352941,,1.0,192.0
220509,23,dendrite,1,before,6,0.5,0.5,1,9.0,-0.22,,1.0,,,,-0.22,,1.0,6.0
220509,23,dendrite,1,early,85,0.5,0.5,1,129.0,-0.0338461538461538,,1.0,,,,-0.0338461538461538,,1.0,86.0
220509,23,dendrite,1,out_of_bounds,253,0.5,0.5,1,393.0,-0.0679012345679012,,1.0,,,,-0.0679012345679012,,1.0,262.0
220509,23,dendrite,2,before,6,0.5,0.5,2,9.0,-0.0942857142857142,,1.0,,,,-0.0942857142857142,,1.0,6.0
220509,23,dendrite,2,early,83,0.5,0.5,2,129.0,-0.0528,,1.0,,,,-0.0528,,1.0,86.0
220509,23,dendrite,2,out_of_bounds,120,0.5,0.5,2,189.0,-0.0129411764705882,,1.0,,,,-0.0129411764705882,,1.0,126.0
