,date,neuron,Unnamed: 0,kymograph,frame,time,MT-RFmed,MT-RFstd,MT-RFnb,MT-RFmed_pos,MT-RFstd_pos,MT-RFnb_pos,MT-RFmed_neg,MT-RFstd_neg,MT-RFnb_neg,neurite,manipulation,condition
179,220429.0,7.0,11376,388,3.0,4.5,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
180,220429.0,7.0,11377,388,4.0,6.0,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
181,220429.0,7.0,11378,388,5.0,7.5,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
182,220429.0,7.0,11398,388,51.0,76.5,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
183,220429.0,7.0,11399,388,52.0,78.0,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
184,220429.0,7.0,11400,388,53.0,79.5,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
185,220429.0,7.0,11401,388,54.0,81.0,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
186,220429.0,7.0,11397,388,50.0,75.0,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
187,220429.0,7.0,11396,388,49.0,73.5,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
188,220429.0,7.0,11395,388,48.0,72.0,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
189,220429.0,7.0,11394,388,47.0,70.5,-0.4766666666666666,,1.0,,,,-0.4766666666666666,,1.0,1,before,wt
190,220429.0,7.0,11379,388,6.0,9.0,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
191,220429.0,7.0,11380,388,7.0,10.5,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
192,220429.0,7.0,11381,388,8.0,12.0,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
193,220429.0,7.0,11382,388,9.0,13.5,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
194,220429.0,7.0,11383,388,10.0,15.0,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
195,220429.0,7.0,11384,388,11.0,16.5,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
196,220429.0,7.0,11385,388,12.0,18.0,-0.6453333333333333,,1.0,,,,-0.6453333333333333,,1.0,1,before,wt
197,220429.0,7.0,11386,388,28.0,42.0,-0.33,,1.0,,,,-0.33,,1.0,1,before,wt
198,220429.0,7.0,11387,388,29.0,43.5,-0.33,,1.0,,,,-0.33,,1.0,1,before,wt
