,date,experiment,cell,kymograph,interval,time,region,tubb_mass,tubb_frac
11,220422,4,13,086,0,11,retrograde,11495,0.823365088460712
12,220422,4,13,086,0,12,retrograde,15517,0.9330727600721588
13,220422,4,13,086,0,13,retrograde,11316,0.876122638587798
14,220422,4,13,086,0,14,retrograde,10862,0.7994406417899462
15,220422,4,13,086,0,15,retrograde,7956,0.8939325842696629
16,220422,4,13,086,0,16,retrograde,5682,0.7873077456006651
17,220422,4,13,086,0,17,retrograde,7334,0.9014257620452311
18,220422,4,13,086,0,18,retrograde,8873,0.8722107539565517
19,220422,4,13,086,0,19,retrograde,13801,1.0
20,220422,4,13,086,0,20,retrograde,8186,0.8345397084310328
21,220422,4,13,086,0,21,retrograde,6557,0.8912600244664945
22,220422,4,13,086,0,22,retrograde,11128,0.9876630868909204
23,220422,4,13,086,0,23,retrograde,6816,0.9681818181818181
24,220422,4,13,086,0,24,retrograde,8798,0.983126606324729
25,220422,4,13,086,0,25,retrograde,8800,0.9975062344139651
26,220422,4,13,086,0,26,retrograde,6752,1.0
27,220422,4,13,086,0,27,retrograde,8446,1.0
28,220422,4,13,086,0,28,retrograde,7074,1.0
29,220422,4,13,086,0,29,retrograde,6224,1.0
30,220422,4,13,086,0,30,retrograde,11771,1.0
31,220422,4,13,086,0,31,retrograde,44,1.0
32,220422,4,13,086,0,32,retrograde,51,1.0
33,220422,4,13,086,0,33,retrograde,24168,1.0
0,220422,4,13,086,0,0,anterograde,2231,0.0400603329083694
1,220422,4,13,086,0,1,anterograde,1579,0.03860069427467853
2,220422,4,13,086,0,2,anterograde,59,0.0019181377808121201
3,220422,4,13,086,0,3,anterograde,301,0.011771607352366055
4,220422,4,13,086,0,4,anterograde,934,0.04199451463513331
5,220422,4,13,086,0,5,anterograde,403,0.020681514933798623
6,220422,4,13,086,0,6,anterograde,1072,0.05504492939666239
7,220422,4,13,086,0,7,anterograde,2759,0.1325168107588857
8,220422,4,13,086,0,8,anterograde,1304,0.09745161049248935
9,220422,4,13,086,0,9,anterograde,0,0.0
10,220422,4,13,086,0,10,anterograde,0,0.0
11,220422,4,13,086,0,11,anterograde,182,0.013036315450182651
12,220422,4,13,086,0,12,anterograde,0,0.0
13,220422,4,13,086,0,13,anterograde,0,0.0
14,220422,4,13,086,0,14,anterograde,0,0.0
15,220422,4,13,086,0,15,anterograde,26,0.0029213483146067415
16,220422,4,13,086,0,16,anterograde,515,0.07135929056394624
17,220422,4,13,086,0,17,anterograde,0,0.0
18,220422,4,13,086,0,18,anterograde,73,0.007175857662439791
19,220422,4,13,086,0,19,anterograde,0,0.0
20,220422,4,13,086,0,20,anterograde,0,0.0
21,220422,4,13,086,0,21,anterograde,0,0.0
22,220422,4,13,086,0,22,anterograde,0,0.0
23,220422,4,13,086,0,23,anterograde,0,0.0
24,220422,4,13,086,0,24,anterograde,0,0.0
25,220422,4,13,086,0,25,anterograde,0,0.0
26,220422,4,13,086,0,26,anterograde,0,0.0
27,220422,4,13,086,0,27,anterograde,0,0.0
28,220422,4,13,086,0,28,anterograde,0,0.0
29,220422,4,13,086,0,29,anterograde,0,0.0
30,220422,4,13,086,0,30,anterograde,0,0.0
31,220422,4,13,086,0,31,anterograde,0,0.0
32,220422,4,13,086,0,32,anterograde,0,0.0
33,220422,4,13,086,0,33,anterograde,0,0.0
0,220422,4,13,086,0,0,stationary,1358,0.02438455046596398
1,220422,4,13,086,0,1,stationary,368,0.008996235271109373
2,220422,4,13,086,0,2,stationary,1507,0.04899379043531974
3,220422,4,13,086,0,3,stationary,268,0.010481032459913962
4,220422,4,13,086,0,4,stationary,2696,0.12121757115237625
5,220422,4,13,086,0,5,stationary,702,0.03602586472339115
6,220422,4,13,086,0,6,stationary,1709,0.08775353016688062
7,220422,4,13,086,0,7,stationary,0,0.0
8,220422,4,13,086,0,8,stationary,154,0.011508855840370674
9,220422,4,13,086,0,9,stationary,1654,0.10002418964683116
10,220422,4,13,086,0,10,stationary,2319,0.19448171754444818
11,220422,4,13,086,0,11,stationary,2284,0.16359859608910537
12,220422,4,13,086,0,12,stationary,1113,0.06692723992784125
13,220422,4,13,086,0,13,stationary,1600,0.12387736141220192
14,220422,4,13,086,0,14,stationary,2725,0.20055935821005372
15,220422,4,13,086,0,15,stationary,918,0.10314606741573033
16,220422,4,13,086,0,16,stationary,1020,0.14133296383538865
17,220422,4,13,086,0,17,stationary,802,0.09857423795476893
18,220422,4,13,086,0,18,stationary,1227,0.12061338838100855
19,220422,4,13,086,0,19,stationary,0,0.0
20,220422,4,13,086,0,20,stationary,1623,0.16546029156896727
21,220422,4,13,086,0,21,stationary,800,0.1087399755335055
22,220422,4,13,086,0,22,stationary,139,0.012336913109079613
23,220422,4,13,086,0,23,stationary,224,0.031818181818181815
24,220422,4,13,086,0,24,stationary,151,0.01687339367527098
25,220422,4,13,086,0,25,stationary,22,0.0024937655860349127
26,220422,4,13,086,0,26,stationary,0,0.0
27,220422,4,13,086,0,27,stationary,0,0.0
28,220422,4,13,086,0,28,stationary,0,0.0
29,220422,4,13,086,0,29,stationary,0,0.0
30,220422,4,13,086,0,30,stationary,0,0.0
31,220422,4,13,086,0,31,stationary,0,0.0
32,220422,4,13,086,0,32,stationary,0,0.0
33,220422,4,13,086,0,33,stationary,0,0.0
0,220422,4,13,086,1,0,retrograde,11152,0.9699078100539225
1,220422,4,13,086,1,1,retrograde,9001,0.9498733642887294
2,220422,4,13,086,1,2,retrograde,2970,0.38571428571428573
3,220422,4,13,086,1,3,retrograde,2739,0.6614344361265395
4,220422,4,13,086,1,4,retrograde,3590,0.7556303936013471
5,220422,4,13,086,1,5,retrograde,1502,0.7025257249766137
6,220422,4,13,086,1,6,retrograde,2838,0.7087912087912088
7,220422,4,13,086,1,7,retrograde,878,0.14893977947413062
8,220422,4,13,086,1,8,retrograde,1282,0.2418411620448972
9,220422,4,13,086,1,9,retrograde,663,0.23797559224694903
10,220422,4,13,086,1,10,retrograde,269,0.27199191102123355
11,220422,4,13,086,1,11,retrograde,700,0.5010737294201861
12,220422,4,13,086,1,12,retrograde,351,0.33815028901734107
13,220422,4,13,086,1,13,retrograde,429,0.3695090439276486
14,220422,4,13,086,1,14,retrograde,330,0.3254437869822485
15,220422,4,13,086,1,15,retrograde,464,0.3729903536977492
16,220422,4,13,086,1,16,retrograde,537,0.36357481381178064
17,220422,4,13,086,1,17,retrograde,728,0.30886720407297413
18,220422,4,13,086,1,18,retrograde,2214,0.7621342512908778
19,220422,4,13,086,1,19,retrograde,1384,0.36459430979978924
20,220422,4,13,086,1,20,retrograde,1344,0.39013062409288823
21,220422,4,13,086,1,21,retrograde,963,0.48005982053838486
22,220422,4,13,086,1,22,retrograde,977,0.34657680028378857
23,220422,4,13,086,1,23,retrograde,219,0.1411082474226804
24,220422,4,13,086,1,24,retrograde,281,0.4277016742770167
25,220422,4,13,086,1,25,retrograde,1065,0.9157351676698194
26,220422,4,13,086,1,26,retrograde,94,0.10151187904967603
27,220422,4,13,086,1,27,retrograde,480,0.933852140077821
28,220422,4,13,086,1,28,retrograde,46,0.051685393258426963
29,220422,4,13,086,1,29,retrograde,327,0.7002141327623126
30,220422,4,13,086,1,30,retrograde,72,0.09242618741976893
31,220422,4,13,086,1,31,retrograde,471,0.396798652064027
32,220422,4,13,086,1,32,retrograde,1839,0.7303415409054805
33,220422,4,13,086,1,33,retrograde,118,0.04540207772220085
34,220422,4,13,086,1,34,retrograde,182,0.11795204147764096
35,220422,4,13,086,1,35,retrograde,13,0.01113013698630137
36,220422,4,13,086,1,36,retrograde,0,0.0
37,220422,4,13,086,1,37,retrograde,0,0.0
38,220422,4,13,086,1,38,retrograde,32,0.06095238095238095
39,220422,4,13,086,1,39,retrograde,232,0.31911966987620355
40,220422,4,13,086,1,40,retrograde,0,0.0
41,220422,4,13,086,1,41,retrograde,355,0.002146636432350718
42,220422,4,13,086,1,42,retrograde,108,0.0007006844649171181
0,220422,4,13,086,1,0,anterograde,0,0.0
1,220422,4,13,086,1,1,anterograde,0,0.0
2,220422,4,13,086,1,2,anterograde,1195,0.1551948051948052
3,220422,4,13,086,1,3,anterograde,287,0.06930693069306931
4,220422,4,13,086,1,4,anterograde,680,0.14312776257629972
5,220422,4,13,086,1,5,anterograde,375,0.1753975678203929
6,220422,4,13,086,1,6,anterograde,957,0.23901098901098902
7,220422,4,13,086,1,7,anterograde,3839,0.6512298558100085
8,220422,4,13,086,1,8,anterograde,3198,0.6032823995472553
9,220422,4,13,086,1,9,anterograde,2032,0.7293610911701364
10,220422,4,13,086,1,10,anterograde,532,0.537917087967644
11,220422,4,13,086,1,11,anterograde,697,0.49892627057981387
12,220422,4,13,086,1,12,anterograde,647,0.6233140655105973
13,220422,4,13,086,1,13,anterograde,732,0.6304909560723514
14,220422,4,13,086,1,14,anterograde,684,0.6745562130177515
15,220422,4,13,086,1,15,anterograde,780,0.6270096463022508
16,220422,4,13,086,1,16,anterograde,789,0.5341909275558565
17,220422,4,13,086,1,17,anterograde,819,0.34747560458209586
18,220422,4,13,086,1,18,anterograde,473,0.16282271944922547
19,220422,4,13,086,1,19,anterograde,469,0.12355110642781876
20,220422,4,13,086,1,20,anterograde,744,0.21596516690856313
21,220422,4,13,086,1,21,anterograde,563,0.2806580259222333
22,220422,4,13,086,1,22,anterograde,563,0.19971621142249024
23,220422,4,13,086,1,23,anterograde,492,0.3170103092783505
24,220422,4,13,086,1,24,anterograde,291,0.4429223744292237
25,220422,4,13,086,1,25,anterograde,30,0.025795356835769563
26,220422,4,13,086,1,26,anterograde,396,0.42764578833693306
27,220422,4,13,086,1,27,anterograde,0,0.0
28,220422,4,13,086,1,28,anterograde,91,0.10224719101123596
29,220422,4,13,086,1,29,anterograde,140,0.29978586723768735
30,220422,4,13,086,1,30,anterograde,590,0.7573812580231065
31,220422,4,13,086,1,31,anterograde,716,0.603201347935973
32,220422,4,13,086,1,32,anterograde,677,0.2688641779189833
33,220422,4,13,086,1,33,anterograde,629,0.24201616006156215
34,220422,4,13,086,1,34,anterograde,898,0.5819831497083603
35,220422,4,13,086,1,35,anterograde,1006,0.8613013698630136
36,220422,4,13,086,1,36,anterograde,468,0.9140625
37,220422,4,13,086,1,37,anterograde,514,0.489058039961941
38,220422,4,13,086,1,38,anterograde,134,0.25523809523809526
39,220422,4,13,086,1,39,anterograde,327,0.4497936726272352
40,220422,4,13,086,1,40,anterograde,202,0.753731343283582
41,220422,4,13,086,1,41,anterograde,162631,0.9834074074074074
42,220422,4,13,086,1,42,anterograde,151686,0.9841113309760924
0,220422,4,13,086,1,0,stationary,346,0.03009218994607758
1,220422,4,13,086,1,1,stationary,475,0.05012663571127058
2,220422,4,13,086,1,2,stationary,3535,0.4590909090909091
3,220422,4,13,086,1,3,stationary,1115,0.2692586331803912
4,220422,4,13,086,1,4,stationary,481,0.10124184382235318
5,220422,4,13,086,1,5,stationary,261,0.12207670720299345
6,220422,4,13,086,1,6,stationary,209,0.0521978021978022
7,220422,4,13,086,1,7,stationary,1178,0.1998303647158609
8,220422,4,13,086,1,8,stationary,821,0.15487643840784757
9,220422,4,13,086,1,9,stationary,91,0.032663316582914576
10,220422,4,13,086,1,10,stationary,188,0.19009100101112233
11,220422,4,13,086,1,11,stationary,0,0.0
12,220422,4,13,086,1,12,stationary,40,0.038535645472061654
13,220422,4,13,086,1,13,stationary,0,0.0
14,220422,4,13,086,1,14,stationary,0,0.0
15,220422,4,13,086,1,15,stationary,0,0.0
16,220422,4,13,086,1,16,stationary,151,0.10223425863236289
17,220422,4,13,086,1,17,stationary,810,0.34365719134493
18,220422,4,13,086,1,18,stationary,218,0.07504302925989673
19,220422,4,13,086,1,19,stationary,1943,0.511854583772392
20,220422,4,13,086,1,20,stationary,1357,0.3939042089985486
21,220422,4,13,086,1,21,stationary,480,0.23928215353938184
22,220422,4,13,086,1,22,stationary,1279,0.4537069882937212
23,220422,4,13,086,1,23,stationary,841,0.541881443298969
24,220422,4,13,086,1,24,stationary,85,0.1293759512937595
25,220422,4,13,086,1,25,stationary,68,0.058469475494411005
26,220422,4,13,086,1,26,stationary,436,0.4708423326133909
27,220422,4,13,086,1,27,stationary,34,0.06614785992217899
28,220422,4,13,086,1,28,stationary,753,0.8460674157303371
29,220422,4,13,086,1,29,stationary,0,0.0
30,220422,4,13,086,1,30,stationary,117,0.15019255455712452
31,220422,4,13,086,1,31,stationary,0,0.0
32,220422,4,13,086,1,32,stationary,2,0.0007942811755361397
33,220422,4,13,086,1,33,stationary,1852,0.712581762216237
34,220422,4,13,086,1,34,stationary,463,0.3000648088139987
35,220422,4,13,086,1,35,stationary,149,0.12756849315068494
36,220422,4,13,086,1,36,stationary,44,0.0859375
37,220422,4,13,086,1,37,stationary,537,0.510941960038059
38,220422,4,13,086,1,38,stationary,359,0.6838095238095238
39,220422,4,13,086,1,39,stationary,168,0.2310866574965612
40,220422,4,13,086,1,40,stationary,66,0.2462686567164179
41,220422,4,13,086,1,41,stationary,2389,0.014445956160241875
42,220422,4,13,086,1,42,stationary,2341,0.015187984558990496
0,220422,4,13,086,2,0,retrograde,191,0.0012438296930150172
1,220422,4,13,086,2,1,retrograde,0,0.0
2,220422,4,13,086,2,2,retrograde,39,0.00035007091180008255
3,220422,4,13,086,2,3,retrograde,0,0.0
4,220422,4,13,086,2,4,retrograde,697,0.008657202121449242
5,220422,4,13,086,2,5,retrograde,0,0.0
6,220422,4,13,086,2,6,retrograde,0,0.0
7,220422,4,13,086,2,7,retrograde,0,0.0
8,220422,4,13,086,2,8,retrograde,187,0.0490041928721174
9,220422,4,13,086,2,9,retrograde,293,0.012487746664961856
10,220422,4,13,086,2,10,retrograde,0,0.0
11,220422,4,13,086,2,11,retrograde,0,0.0
12,220422,4,13,086,2,12,retrograde,112,0.07702888583218707
13,220422,4,13,086,2,13,retrograde,60,0.02962962962962963
14,220422,4,13,086,2,14,retrograde,0,0.0
15,220422,4,13,086,2,15,retrograde,72,0.047151277013752456
16,220422,4,13,086,2,16,retrograde,203,0.06308266003729024
17,220422,4,13,086,2,17,retrograde,0,0.0
18,220422,4,13,086,2,18,retrograde,0,0.0
19,220422,4,13,086,2,19,retrograde,401,0.07468802384056622
20,220422,4,13,086,2,20,retrograde,378,0.019168356997971602
21,220422,4,13,086,2,21,retrograde,193,0.008975074404761904
22,220422,4,13,086,2,22,retrograde,0,0.0
23,220422,4,13,086,2,23,retrograde,13,0.0003374694979492238
24,220422,4,13,086,2,24,retrograde,262,0.008875940104343113
25,220422,4,13,086,2,25,retrograde,14,0.0007634420329370705
26,220422,4,13,086,2,26,retrograde,0,0.0
27,220422,4,13,086,2,27,retrograde,0,0.0
28,220422,4,13,086,2,28,retrograde,90,0.007940008822232024
29,220422,4,13,086,2,29,retrograde,0,0.0
30,220422,4,13,086,2,30,retrograde,34,0.003900424457955719
31,220422,4,13,086,2,31,retrograde,145,0.0119155230503739
32,220422,4,13,086,2,32,retrograde,110,0.007868946276557693
33,220422,4,13,086,2,33,retrograde,248,0.04471691309051569
34,220422,4,13,086,2,34,retrograde,0,0.0
35,220422,4,13,086,2,35,retrograde,0,0.0
36,220422,4,13,086,2,36,retrograde,0,0.0
37,220422,4,13,086,2,37,retrograde,0,0.0
38,220422,4,13,086,2,38,retrograde,152,0.013439434129089302
39,220422,4,13,086,2,39,retrograde,0,0.0
40,220422,4,13,086,2,40,retrograde,0,0.0
41,220422,4,13,086,2,41,retrograde,147,0.01741912548880199
42,220422,4,13,086,2,42,retrograde,6,0.0009407337723424271
0,220422,4,13,086,2,0,anterograde,152504,0.9931361439977077
1,220422,4,13,086,2,1,anterograde,122963,0.9874087576587356
2,220422,4,13,086,2,2,anterograde,110654,0.9932499147263164
3,220422,4,13,086,2,3,anterograde,91684,0.9969661711775388
4,220422,4,13,086,2,4,anterograde,78551,0.9756555004906162
5,220422,4,13,086,2,5,anterograde,30684,0.9825797361342385
6,220422,4,13,086,2,6,anterograde,72200,0.9944492651818795
7,220422,4,13,086,2,7,anterograde,6076,0.9108079748163693
8,220422,4,13,086,2,8,anterograde,2265,0.5935534591194969
9,220422,4,13,086,2,9,anterograde,23090,0.9841026296722499
10,220422,4,13,086,2,10,anterograde,39424,1.0
11,220422,4,13,086,2,11,anterograde,1262,0.9752704791344667
12,220422,4,13,086,2,12,anterograde,1251,0.8603851444291609
13,220422,4,13,086,2,13,anterograde,1603,0.7916049382716049
14,220422,4,13,086,2,14,anterograde,6013,0.9512735326688815
15,220422,4,13,086,2,15,anterograde,924,0.6051080550098232
16,220422,4,13,086,2,16,anterograde,2159,0.6709136109384711
17,220422,4,13,086,2,17,anterograde,3258,0.9911773653787649
18,220422,4,13,086,2,18,anterograde,6114,0.9748086734693877
19,220422,4,13,086,2,19,anterograde,4854,0.9040789718755821
20,220422,4,13,086,2,20,anterograde,19321,0.9797667342799189
21,220422,4,13,086,2,21,anterograde,21311,0.9910249255952381
22,220422,4,13,086,2,22,anterograde,17920,0.9673414304993252
23,220422,4,13,086,2,23,anterograde,38509,0.9996625305020508
24,220422,4,13,086,2,24,anterograde,29256,0.9911240598956569
25,220422,4,13,086,2,25,anterograde,18324,0.9992365579670629
26,220422,4,13,086,2,26,anterograde,27833,1.0
27,220422,4,13,086,2,27,anterograde,24650,1.0
28,220422,4,13,086,2,28,anterograde,11245,0.992059991177768
29,220422,4,13,086,2,29,anterograde,12166,1.0
30,220422,4,13,086,2,30,anterograde,8683,0.9960995755420443
31,220422,4,13,086,2,31,anterograde,12024,0.9880844769496261
32,220422,4,13,086,2,32,anterograde,13869,0.9921310537234423
33,220422,4,13,086,2,33,anterograde,5298,0.9552830869094843
34,220422,4,13,086,2,34,anterograde,10840,1.0
35,220422,4,13,086,2,35,anterograde,7492,1.0
36,220422,4,13,086,2,36,anterograde,6190,1.0
37,220422,4,13,086,2,37,anterograde,8255,1.0
38,220422,4,13,086,2,38,anterograde,11158,0.9865605658709107
39,220422,4,13,086,2,39,anterograde,16465,0.9906738868832732
40,220422,4,13,086,2,40,anterograde,13115,1.0
41,220422,4,13,086,2,41,anterograde,8279,0.9810404076312359
42,220422,4,13,086,2,42,anterograde,6323,0.991376607086861
0,220422,4,13,086,2,0,stationary,863,0.005620026309277277
1,220422,4,13,086,2,1,stationary,1568,0.012591242341264424
2,220422,4,13,086,2,2,stationary,713,0.006400014361883561
3,220422,4,13,086,2,3,stationary,279,0.0030338288224612073
4,220422,4,13,086,2,4,stationary,1263,0.01568729738793457
5,220422,4,13,086,2,5,stationary,544,0.017420263865761496
6,220422,4,13,086,2,6,stationary,403,0.005550734818120464
7,220422,4,13,086,2,7,stationary,595,0.08919202518363065
8,220422,4,13,086,2,8,stationary,1364,0.35744234800838576
9,220422,4,13,086,2,9,stationary,80,0.00340962366278822
10,220422,4,13,086,2,10,stationary,0,0.0
11,220422,4,13,086,2,11,stationary,32,0.02472952086553323
12,220422,4,13,086,2,12,stationary,91,0.06258596973865199
13,220422,4,13,086,2,13,stationary,362,0.17876543209876544
14,220422,4,13,086,2,14,stationary,308,0.048726467331118496
15,220422,4,13,086,2,15,stationary,531,0.3477406679764244
16,220422,4,13,086,2,16,stationary,856,0.26600372902423863
17,220422,4,13,086,2,17,stationary,29,0.008822634621235169
18,220422,4,13,086,2,18,stationary,158,0.025191326530612245
19,220422,4,13,086,2,19,stationary,114,0.02123300428385174
20,220422,4,13,086,2,20,stationary,21,0.0010649087221095335
21,220422,4,13,086,2,21,stationary,0,0.0
22,220422,4,13,086,2,22,stationary,605,0.032658569500674764
23,220422,4,13,086,2,23,stationary,0,0.0
24,220422,4,13,086,2,24,stationary,0,0.0
25,220422,4,13,086,2,25,stationary,0,0.0
26,220422,4,13,086,2,26,stationary,0,0.0
27,220422,4,13,086,2,27,stationary,0,0.0
28,220422,4,13,086,2,28,stationary,0,0.0
29,220422,4,13,086,2,29,stationary,0,0.0
30,220422,4,13,086,2,30,stationary,0,0.0
31,220422,4,13,086,2,31,stationary,0,0.0
32,220422,4,13,086,2,32,stationary,0,0.0
33,220422,4,13,086,2,33,stationary,0,0.0
34,220422,4,13,086,2,34,stationary,0,0.0
35,220422,4,13,086,2,35,stationary,0,0.0
36,220422,4,13,086,2,36,stationary,0,0.0
37,220422,4,13,086,2,37,stationary,0,0.0
38,220422,4,13,086,2,38,stationary,0,0.0
39,220422,4,13,086,2,39,stationary,155,0.009326113116726835
40,220422,4,13,086,2,40,stationary,0,0.0
41,220422,4,13,086,2,41,stationary,13,0.0015404668799620807
42,220422,4,13,086,2,42,stationary,49,0.007682659140796488
0,220422,4,13,087,0,0,retrograde,1528,0.1696835091615769
1,220422,4,13,087,0,1,retrograde,2063,0.2429345266132831
2,220422,4,13,087,0,2,retrograde,2901,0.5268797675263349
3,220422,4,13,087,0,3,retrograde,3055,0.3666146645865835
4,220422,4,13,087,0,4,retrograde,2884,0.40200724839698915
5,220422,4,13,087,0,5,retrograde,3072,0.3163097199341021
6,220422,4,13,087,0,6,retrograde,3196,0.27320909557189266
7,220422,4,13,087,0,7,retrograde,5999,0.5969154228855721
8,220422,4,13,087,0,8,retrograde,4919,0.5241901108269394
9,220422,4,13,087,0,9,retrograde,3916,0.5461645746164575
10,220422,4,13,087,0,10,retrograde,4556,0.5640009903441446
11,220422,4,13,087,0,11,retrograde,3843,0.7396073903002309
12,220422,4,13,087,0,12,retrograde,3781,0.46986454579346343
13,220422,4,13,087,0,13,retrograde,3765,0.5714068902716649
14,220422,4,13,087,0,14,retrograde,3585,0.6491037479630636
15,220422,4,13,087,0,15,retrograde,3962,0.4449185850645705
16,220422,4,13,087,0,16,retrograde,3814,0.4775259797170402
17,220422,4,13,087,0,17,retrograde,5013,0.5686252268602541
18,220422,4,13,087,0,18,retrograde,5881,0.6614554043414689
19,220422,4,13,087,0,19,retrograde,7352,0.7632890365448505
20,220422,4,13,087,0,20,retrograde,6060,0.8008457777190432
21,220422,4,13,087,0,21,retrograde,5156,0.8579034941763727
22,220422,4,13,087,0,22,retrograde,3825,0.7593805836807623
23,220422,4,13,087,0,23,retrograde,2455,0.6825132054489853
24,220422,4,13,087,0,24,retrograde,4559,0.9762312633832977
25,220422,4,13,087,0,25,retrograde,5729,0.8734563195609086
26,220422,4,13,087,0,26,retrograde,1535,0.702195791399817
27,220422,4,13,087,0,27,retrograde,3294,0.8251503006012024
28,220422,4,13,087,0,28,retrograde,3419,0.8394303952860299
29,220422,4,13,087,0,29,retrograde,5465,0.9502695183446357
30,220422,4,13,087,0,30,retrograde,4646,0.9035394788020226
31,220422,4,13,087,0,31,retrograde,5230,1.0
32,220422,4,13,087,0,32,retrograde,1275,1.0
33,220422,4,13,087,0,33,retrograde,48575,0.9108381773860866
0,220422,4,13,087,0,0,anterograde,3563,0.3956690727373681
1,220422,4,13,087,0,1,anterograde,3974,0.4679698539802167
2,220422,4,13,087,0,2,anterograde,1718,0.31202324736650927
3,220422,4,13,087,0,3,anterograde,2064,0.24768990759630385
4,220422,4,13,087,0,4,anterograde,243,0.033872316699191524
5,220422,4,13,087,0,5,anterograde,1713,0.17637973640856672
6,220422,4,13,087,0,6,anterograde,0,0.0
7,220422,4,13,087,0,7,anterograde,86,0.00855721393034826
8,220422,4,13,087,0,8,anterograde,87,0.009271099744245524
9,220422,4,13,087,0,9,anterograde,312,0.04351464435146443
10,220422,4,13,087,0,10,anterograde,0,0.0
11,220422,4,13,087,0,11,anterograde,343,0.06601231716705158
12,220422,4,13,087,0,12,anterograde,0,0.0
13,220422,4,13,087,0,13,anterograde,0,0.0
14,220422,4,13,087,0,14,anterograde,158,0.028607640774941157
15,220422,4,13,087,0,15,anterograde,31,0.003481190342504211
16,220422,4,13,087,0,16,anterograde,75,0.009390259171153124
17,220422,4,13,087,0,17,anterograde,0,0.0
18,220422,4,13,087,0,18,anterograde,0,0.0
19,220422,4,13,087,0,19,anterograde,36,0.003737541528239203
20,220422,4,13,087,0,20,anterograde,0,0.0
21,220422,4,13,087,0,21,anterograde,0,0.0
22,220422,4,13,087,0,22,anterograde,0,0.0
23,220422,4,13,087,0,23,anterograde,38,0.0105643591882124
24,220422,4,13,087,0,24,anterograde,0,0.0
25,220422,4,13,087,0,25,anterograde,0,0.0
26,220422,4,13,087,0,26,anterograde,0,0.0
27,220422,4,13,087,0,27,anterograde,0,0.0
28,220422,4,13,087,0,28,anterograde,0,0.0
29,220422,4,13,087,0,29,anterograde,0,0.0
30,220422,4,13,087,0,30,anterograde,103,0.020031116297160638
31,220422,4,13,087,0,31,anterograde,0,0.0
32,220422,4,13,087,0,32,anterograde,0,0.0
33,220422,4,13,087,0,33,anterograde,0,0.0
0,220422,4,13,087,0,0,stationary,3914,0.43464741810105495
1,220422,4,13,087,0,1,stationary,2455,0.28909561940650025
2,220422,4,13,087,0,2,stationary,887,0.16109698510715584
3,220422,4,13,087,0,3,stationary,3214,0.3856954278171127
4,220422,4,13,087,0,4,stationary,4047,0.5641204349038194
5,220422,4,13,087,0,5,stationary,4927,0.5073105436573312
6,220422,4,13,087,0,6,stationary,8502,0.7267909044281073
7,220422,4,13,087,0,7,stationary,3965,0.3945273631840796
8,220422,4,13,087,0,8,stationary,4378,0.466538789428815
9,220422,4,13,087,0,9,stationary,2942,0.4103207810320781
10,220422,4,13,087,0,10,stationary,3522,0.4359990096558554
11,220422,4,13,087,0,11,stationary,1010,0.19438029253271746
12,220422,4,13,087,0,12,stationary,4266,0.5301354542065366
13,220422,4,13,087,0,13,stationary,2824,0.4285931097283351
14,220422,4,13,087,0,14,stationary,1780,0.3222886112619953
15,220422,4,13,087,0,15,stationary,4912,0.5516002245929253
16,220422,4,13,087,0,16,stationary,4098,0.5130837611118066
17,220422,4,13,087,0,17,stationary,3803,0.4313747731397459
18,220422,4,13,087,0,18,stationary,3010,0.3385445956585311
19,220422,4,13,087,0,19,stationary,2244,0.2329734219269103
20,220422,4,13,087,0,20,stationary,1507,0.19915422228095678
21,220422,4,13,087,0,21,stationary,854,0.1420965058236273
22,220422,4,13,087,0,22,stationary,1212,0.24061941631923764
23,220422,4,13,087,0,23,stationary,1104,0.30692243536280234
24,220422,4,13,087,0,24,stationary,111,0.023768736616702354
25,220422,4,13,087,0,25,stationary,830,0.12654368043909134
26,220422,4,13,087,0,26,stationary,651,0.297804208600183
27,220422,4,13,087,0,27,stationary,698,0.1748496993987976
28,220422,4,13,087,0,28,stationary,654,0.16056960471397005
29,220422,4,13,087,0,29,stationary,286,0.049730481655364284
30,220422,4,13,087,0,30,stationary,393,0.0764294049008168
31,220422,4,13,087,0,31,stationary,0,0.0
32,220422,4,13,087,0,32,stationary,0,0.0
33,220422,4,13,087,0,33,stationary,4755,0.08916182261391337
0,220422,4,13,087,1,0,retrograde,19292,0.7446348618187433
1,220422,4,13,087,1,1,retrograde,18455,0.5312320092112838
2,220422,4,13,087,1,2,retrograde,11201,0.4473421462518471
3,220422,4,13,087,1,3,retrograde,11514,0.3203316269752949
4,220422,4,13,087,1,4,retrograde,9696,0.31886345698500396
5,220422,4,13,087,1,5,retrograde,2008,0.06493548491414158
6,220422,4,13,087,1,6,retrograde,433,0.018322613405551795
7,220422,4,13,087,1,7,retrograde,92,0.004453049370764763
8,220422,4,13,087,1,8,retrograde,68,0.015114469882196044
9,220422,4,13,087,1,9,retrograde,72,0.025797205302758867
10,220422,4,13,087,1,10,retrograde,260,0.21259198691741618
11,220422,4,13,087,1,11,retrograde,189,0.10887096774193548
12,220422,4,13,087,1,12,retrograde,0,0.0
13,220422,4,13,087,1,13,retrograde,97,0.06302794022092267
14,220422,4,13,087,1,14,retrograde,0,0.0
15,220422,4,13,087,1,15,retrograde,0,0.0
16,220422,4,13,087,1,16,retrograde,55,0.07596685082872928
17,220422,4,13,087,1,17,retrograde,457,0.33455344070278187
18,220422,4,13,087,1,18,retrograde,2161,0.4659335920655455
