,date,experiment,cell,kymograph,interval,time,region,tubb_mass,tubb_frac
7,220426,2,3,069,2,7,anterograde,21803,0.18833193687429278
8,220426,2,3,069,2,8,anterograde,30465,0.2535664940988464
9,220426,2,3,069,2,9,anterograde,37802,0.3156347847868743
10,220426,2,3,069,2,10,anterograde,35815,0.30570089708681514
11,220426,2,3,069,2,11,anterograde,44077,0.3494929311670909
12,220426,2,3,069,2,12,anterograde,46318,0.33099653410512025
13,220426,2,3,069,2,13,anterograde,68966,0.4310536645124192
14,220426,2,3,069,2,14,anterograde,64513,0.42099321326024536
15,220426,2,3,069,2,15,anterograde,41831,0.34765589288830895
16,220426,2,3,069,2,16,anterograde,26350,0.2712300566134843
17,220426,2,3,069,2,17,anterograde,19824,0.22166810166497075
18,220426,2,3,069,2,18,anterograde,29686,0.36028885247891257
19,220426,2,3,069,2,19,anterograde,40984,0.4073308420131987
20,220426,2,3,069,2,20,anterograde,42864,0.4718678100815729
21,220426,2,3,069,2,21,anterograde,33686,0.34571018062397374
22,220426,2,3,069,2,22,anterograde,21850,0.30197910332246114
23,220426,2,3,069,2,23,anterograde,17488,0.2990015045821365
24,220426,2,3,069,2,24,anterograde,13157,0.22437668406153008
25,220426,2,3,069,2,25,anterograde,13223,0.20566460322891716
26,220426,2,3,069,2,26,anterograde,18137,0.24304838990659716
27,220426,2,3,069,2,27,anterograde,23722,0.29685525146725733
28,220426,2,3,069,2,28,anterograde,18333,0.24317548746518106
29,220426,2,3,069,2,29,anterograde,23961,0.24915254237288137
30,220426,2,3,069,2,30,anterograde,26337,0.27592167709086335
0,220426,2,3,069,2,0,stationary,38843,0.22017344972225372
1,220426,2,3,069,2,1,stationary,12012,0.10776186887716654
2,220426,2,3,069,2,2,stationary,17901,0.22853021153821604
3,220426,2,3,069,2,3,stationary,5768,0.08191552816201324
4,220426,2,3,069,2,4,stationary,19928,0.24773436431670418
5,220426,2,3,069,2,5,stationary,35025,0.3814196105762948
6,220426,2,3,069,2,6,stationary,95,0.0009865722326648874
7,220426,2,3,069,2,7,stationary,3718,0.032115678635904255
8,220426,2,3,069,2,8,stationary,7221,0.06010187605080485
9,220426,2,3,069,2,9,stationary,8990,0.07506366634659542
10,220426,2,3,069,2,10,stationary,3230,0.027569842177590755
11,220426,2,3,069,2,11,stationary,1279,0.010141376658182481
12,220426,2,3,069,2,12,stationary,24238,0.17320898988816236
13,220426,2,3,069,2,13,stationary,3778,0.023613385501956324
14,220426,2,3,069,2,14,stationary,4583,0.029907334899504045
15,220426,2,3,069,2,15,stationary,17953,0.14920671858248216
16,220426,2,3,069,2,16,stationary,24567,0.2528769943386516
17,220426,2,3,069,2,17,stationary,20828,0.23289463385179635
18,220426,2,3,069,2,18,stationary,4110,0.049881667576916075
19,220426,2,3,069,2,19,stationary,11070,0.11002226286077761
20,220426,2,3,069,2,20,stationary,11725,0.12907451645218462
21,220426,2,3,069,2,21,stationary,10151,0.10417692939244663
22,220426,2,3,069,2,22,stationary,6124,0.08463707225385593
23,220426,2,3,069,2,23,stationary,917,0.015678429763370264
24,220426,2,3,069,2,24,stationary,445,0.007588935502575122
25,220426,2,3,069,2,25,stationary,3126,0.04862040003732852
26,220426,2,3,069,2,26,stationary,3707,0.04967637323613363
27,220426,2,3,069,2,27,stationary,2825,0.035351828909662
28,220426,2,3,069,2,28,stationary,5912,0.0784188884467436
29,220426,2,3,069,2,29,stationary,5062,0.05263595715919726
30,220426,2,3,069,2,30,stationary,8738,0.09154435259976323
0,220426,2,3,070,0,0,retrograde,19825,0.22787618248485614
1,220426,2,3,070,0,1,retrograde,5524,0.12635238683409958
2,220426,2,3,070,0,2,retrograde,4503,0.3439767779390421
3,220426,2,3,070,0,3,retrograde,6982,0.5287391139719803
4,220426,2,3,070,0,4,retrograde,0,
5,220426,2,3,070,0,5,retrograde,4009,0.6355421686746988
6,220426,2,3,070,0,6,retrograde,9789,0.8265642151481888
7,220426,2,3,070,0,7,retrograde,0,
8,220426,2,3,070,0,8,retrograde,7843,0.6951781599007268
9,220426,2,3,070,0,9,retrograde,6528,0.6152686145146089
10,220426,2,3,070,0,10,retrograde,7955,0.6522095597278019
11,220426,2,3,070,0,11,retrograde,5014,0.5042236524537409
12,220426,2,3,070,0,12,retrograde,6043,0.7051341890315053
13,220426,2,3,070,0,13,retrograde,4255,0.7732146102126113
14,220426,2,3,070,0,14,retrograde,2979,0.4761067604283203
15,220426,2,3,070,0,15,retrograde,3748,0.7037176117161097
16,220426,2,3,070,0,16,retrograde,6613,0.7688640855714451
17,220426,2,3,070,0,17,retrograde,65311,0.5934881776711557
0,220426,2,3,070,0,0,anterograde,8588,0.09871377831929103
1,220426,2,3,070,0,1,anterograde,6283,0.1437132596811455
2,220426,2,3,070,0,2,anterograde,5670,0.43312199220838743
3,220426,2,3,070,0,3,anterograde,2486,0.18826202196137826
4,220426,2,3,070,0,4,anterograde,0,
5,220426,2,3,070,0,5,anterograde,376,0.05960684844641725
6,220426,2,3,070,0,6,anterograde,664,0.05606687494722621
7,220426,2,3,070,0,7,anterograde,0,
8,220426,2,3,070,0,8,anterograde,2168,0.19216450983868108
9,220426,2,3,070,0,9,anterograde,1880,0.177191328934967
10,220426,2,3,070,0,10,anterograde,1502,0.12314503566450767
11,220426,2,3,070,0,11,anterograde,1685,0.16944891391794048
12,220426,2,3,070,0,12,anterograde,810,0.09451575262543757
13,220426,2,3,070,0,13,anterograde,218,0.039614755587861164
14,220426,2,3,070,0,14,anterograde,1266,0.20233338660700015
15,220426,2,3,070,0,15,anterograde,1174,0.22042808862185506
16,220426,2,3,070,0,16,anterograde,18,0.0020927799093128706
17,220426,2,3,070,0,17,anterograde,6608,0.06004761645130218
0,220426,2,3,070,0,0,stationary,58586,0.6734100391958528
1,220426,2,3,070,0,1,stationary,31912,0.7299343534847549
2,220426,2,3,070,0,2,stationary,2918,0.22290122985257046
3,220426,2,3,070,0,3,stationary,3737,0.28299886406664143
4,220426,2,3,070,0,4,stationary,0,
5,220426,2,3,070,0,5,stationary,1923,0.30485098287888396
6,220426,2,3,070,0,6,stationary,1390,0.11736890990458498
7,220426,2,3,070,0,7,stationary,0,
8,220426,2,3,070,0,8,stationary,1271,0.11265733026059209
9,220426,2,3,070,0,9,stationary,2202,0.20754005655042412
10,220426,2,3,070,0,10,stationary,2740,0.22464540460769042
11,220426,2,3,070,0,11,stationary,3245,0.32632743362831856
12,220426,2,3,070,0,12,stationary,1717,0.20035005834305716
13,220426,2,3,070,0,13,stationary,1030,0.18717063419952754
14,220426,2,3,070,0,14,stationary,2012,0.32155985296467954
15,220426,2,3,070,0,15,stationary,404,0.0758542996620353
16,220426,2,3,070,0,16,stationary,1970,0.22904313451924194
17,220426,2,3,070,0,17,stationary,38127,0.3464642058775421
0,220426,2,3,070,1,0,retrograde,64414,0.7547041593438781
1,220426,2,3,070,1,1,retrograde,38283,0.8730643800314717
2,220426,2,3,070,1,2,retrograde,15751,0.8569174691257276
3,220426,2,3,070,1,3,retrograde,27200,0.8024782416285587
4,220426,2,3,070,1,4,retrograde,18701,0.6742986947429148
5,220426,2,3,070,1,5,retrograde,22620,0.7884829894032348
6,220426,2,3,070,1,6,retrograde,25880,0.8083205796920386
7,220426,2,3,070,1,7,retrograde,30753,0.8166175416235163
8,220426,2,3,070,1,8,retrograde,26094,0.6796551454692261
9,220426,2,3,070,1,9,retrograde,34984,0.7820274952498044
10,220426,2,3,070,1,10,retrograde,13730,0.453989352908111
11,220426,2,3,070,1,11,retrograde,15132,0.4073435985786583
12,220426,2,3,070,1,12,retrograde,14767,0.3622914622178606
13,220426,2,3,070,1,13,retrograde,14742,0.33726835964310226
14,220426,2,3,070,1,14,retrograde,4968,0.1727218996627612
15,220426,2,3,070,1,15,retrograde,4625,0.3178694158075601
16,220426,2,3,070,1,16,retrograde,3238,0.30435191277375695
17,220426,2,3,070,1,17,retrograde,1871,0.21730545876887342
18,220426,2,3,070,1,18,retrograde,1105,0.17145073700543056
19,220426,2,3,070,1,19,retrograde,329,0.08799144156191495
20,220426,2,3,070,1,20,retrograde,335,0.2865697177074423
21,220426,2,3,070,1,21,retrograde,4611,0.7089483394833949
22,220426,2,3,070,1,22,retrograde,2724,0.24050856436517748
23,220426,2,3,070,1,23,retrograde,1726,0.33869701726844587
24,220426,2,3,070,1,24,retrograde,1119,0.4000715051841259
25,220426,2,3,070,1,25,retrograde,738,0.2030261348005502
26,220426,2,3,070,1,26,retrograde,0,0.0
27,220426,2,3,070,1,27,retrograde,0,0.0
28,220426,2,3,070,1,28,retrograde,0,0.0
29,220426,2,3,070,1,29,retrograde,85,0.2125
30,220426,2,3,070,1,30,retrograde,3062,0.10569189879534707
0,220426,2,3,070,1,0,anterograde,2494,0.02922085530169889
1,220426,2,3,070,1,1,anterograde,2389,0.0544824283335994
2,220426,2,3,070,1,2,anterograde,751,0.04085740710516294
3,220426,2,3,070,1,3,anterograde,3397,0.10022127157397846
4,220426,2,3,070,1,4,anterograde,5321,0.1918583687892118
5,220426,2,3,070,1,5,anterograde,4525,0.15773145566090352
6,220426,2,3,070,1,6,anterograde,4740,0.14804635037636255
7,220426,2,3,070,1,7,anterograde,3224,0.08561034546854669
8,220426,2,3,070,1,8,anterograde,5869,0.1528664079389472
9,220426,2,3,070,1,9,anterograde,2517,0.05626466972169442
10,220426,2,3,070,1,10,anterograde,7813,0.25834077307145453
11,220426,2,3,070,1,11,anterograde,16779,0.4516797674168192
12,220426,2,3,070,1,12,anterograde,22976,0.5636898920510304
13,220426,2,3,070,1,13,anterograde,21654,0.4954015099519561
14,220426,2,3,070,1,14,anterograde,20931,0.7277057330598338
15,220426,2,3,070,1,15,anterograde,9157,0.6293470790378007
16,220426,2,3,070,1,16,anterograde,7238,0.6803270984115048
17,220426,2,3,070,1,17,anterograde,5005,0.5813008130081301
18,220426,2,3,070,1,18,anterograde,5230,0.8114817688130334
19,220426,2,3,070,1,19,anterograde,3095,0.8277614335383793
20,220426,2,3,070,1,20,anterograde,834,0.7134302822925578
21,220426,2,3,070,1,21,anterograde,1598,0.2456949569495695
22,220426,2,3,070,1,22,anterograde,7320,0.646300547413032
23,220426,2,3,070,1,23,anterograde,2910,0.5710361067503925
24,220426,2,3,070,1,24,anterograde,605,0.2163031819806936
25,220426,2,3,070,1,25,anterograde,2893,0.7958734525447043
26,220426,2,3,070,1,26,anterograde,1137,0.9660152931180969
27,220426,2,3,070,1,27,anterograde,516,0.8445171849427169
28,220426,2,3,070,1,28,anterograde,162,1.0
29,220426,2,3,070,1,29,anterograde,315,0.7875
30,220426,2,3,070,1,30,anterograde,24819,0.8566842704773739
0,220426,2,3,070,1,0,stationary,18442,0.21607498535442296
1,220426,2,3,070,1,1,stationary,3177,0.07245319163492896
2,220426,2,3,070,1,2,stationary,1879,0.1022251237691094
3,220426,2,3,070,1,3,stationary,3298,0.09730048679746275
4,220426,2,3,070,1,4,stationary,3712,0.13384293646787337
5,220426,2,3,070,1,5,stationary,1543,0.053785554935861686
6,220426,2,3,070,1,6,stationary,1397,0.043633069931598836
7,220426,2,3,070,1,7,stationary,3682,0.09777211290793701
8,220426,2,3,070,1,8,stationary,6430,0.16747844659182665
9,220426,2,3,070,1,9,stationary,7234,0.16170783502850117
10,220426,2,3,070,1,10,stationary,8700,0.2876698740204345
11,220426,2,3,070,1,11,stationary,5237,0.14097663400452246
12,220426,2,3,070,1,12,stationary,3017,0.07401864573110893
13,220426,2,3,070,1,13,stationary,7314,0.16733013040494166
14,220426,2,3,070,1,14,stationary,2864,0.099572367277405
15,220426,2,3,070,1,15,stationary,768,0.05278350515463918
16,220426,2,3,070,1,16,stationary,163,0.015320988814738227
17,220426,2,3,070,1,17,stationary,1734,0.2013937282229965
18,220426,2,3,070,1,18,stationary,110,0.017067494181536073
19,220426,2,3,070,1,19,stationary,315,0.0842471248997058
20,220426,2,3,070,1,20,stationary,0,0.0
21,220426,2,3,070,1,21,stationary,295,0.045356703567035674
22,220426,2,3,070,1,22,stationary,1282,0.11319088822179058
23,220426,2,3,070,1,23,stationary,460,0.09026687598116169
24,220426,2,3,070,1,24,stationary,1073,0.38362531283518053
25,220426,2,3,070,1,25,stationary,4,0.0011004126547455295
26,220426,2,3,070,1,26,stationary,40,0.033984706881903144
27,220426,2,3,070,1,27,stationary,95,0.15548281505728315
28,220426,2,3,070,1,28,stationary,0,0.0
29,220426,2,3,070,1,29,stationary,0,0.0
30,220426,2,3,070,1,30,stationary,1090,0.037623830727279005
0,220426,2,3,070,2,0,retrograde,2427,0.08825775482744827
1,220426,2,3,070,2,1,retrograde,3795,0.26905352711804326
2,220426,2,3,070,2,2,retrograde,357,0.02128928379748345
3,220426,2,3,070,2,3,retrograde,315,0.027455765710799267
4,220426,2,3,070,2,4,retrograde,282,0.028516533522095256
5,220426,2,3,070,2,5,retrograde,171,0.01745254133496632
6,220426,2,3,070,2,6,retrograde,1777,0.1316003850996075
7,220426,2,3,070,2,7,retrograde,1592,0.13336684259026557
8,220426,2,3,070,2,8,retrograde,534,0.06555364596120795
9,220426,2,3,070,2,9,retrograde,872,0.1092184368737475
10,220426,2,3,070,2,10,retrograde,553,0.04165097537094223
11,220426,2,3,070,2,11,retrograde,10754,0.6693222132320906
12,220426,2,3,070,2,12,retrograde,6236,0.4868451869779062
13,220426,2,3,070,2,13,retrograde,1494,0.11604784837657293
14,220426,2,3,070,2,14,retrograde,9056,0.4480063322449787
15,220426,2,3,070,2,15,retrograde,6330,0.2969043151969981
16,220426,2,3,070,2,16,retrograde,6672,0.4238881829733164
17,220426,2,3,070,2,17,retrograde,4839,0.29021230658510255
18,220426,2,3,070,2,18,retrograde,7729,0.3736343420670985
19,220426,2,3,070,2,19,retrograde,6771,0.25307419173986173
20,220426,2,3,070,2,20,retrograde,1880,0.08603331502837269
21,220426,2,3,070,2,21,retrograde,84,0.008682170542635658
22,220426,2,3,070,2,22,retrograde,351,0.03857142857142857
23,220426,2,3,070,2,23,retrograde,350,0.15723270440251572
24,220426,2,3,070,2,24,retrograde,469,0.22700871248789933
25,220426,2,3,070,2,25,retrograde,111,0.06727272727272728
26,220426,2,3,070,2,26,retrograde,548,0.7873563218390804
27,220426,2,3,070,2,27,retrograde,469,0.2543383947939262
28,220426,2,3,070,2,28,retrograde,543,0.215818759936407
29,220426,2,3,070,2,29,retrograde,390,0.09989754098360656
30,220426,2,3,070,2,30,retrograde,223,0.16932422171602127
0,220426,2,3,070,2,0,anterograde,21778,0.7919560711298592
1,220426,2,3,070,2,1,anterograde,9036,0.6406238922367955
2,220426,2,3,070,2,2,anterograde,16136,0.9622517741069831
3,220426,2,3,070,2,3,anterograde,7387,0.6438594962084895
4,220426,2,3,070,2,4,anterograde,7306,0.7388006876327232
5,220426,2,3,070,2,5,anterograde,9417,0.9611145131659522
6,220426,2,3,070,2,6,anterograde,11726,0.8683996149003925
7,220426,2,3,070,2,7,anterograde,10345,0.8666331574097345
8,220426,2,3,070,2,8,anterograde,7524,0.9236435060152222
9,220426,2,3,070,2,9,anterograde,7112,0.8907815631262525
10,220426,2,3,070,2,10,anterograde,1264,0.09520222941929653
11,220426,2,3,070,2,11,anterograde,4438,0.276218335719176
12,220426,2,3,070,2,12,anterograde,2305,0.17995159653368725
13,220426,2,3,070,2,13,anterograde,11306,0.8782041323597949
14,220426,2,3,070,2,14,anterograde,7723,0.3820619372711982
15,220426,2,3,070,2,15,anterograde,11994,0.5625703564727955
16,220426,2,3,070,2,16,anterograde,6474,0.41130876747141043
17,220426,2,3,070,2,17,anterograde,10450,0.6267242413338131
18,220426,2,3,070,2,18,anterograde,11024,0.5329208160108286
19,220426,2,3,070,2,19,anterograde,17639,0.6592786395066342
20,220426,2,3,070,2,20,anterograde,17898,0.8190554640307524
21,220426,2,3,070,2,21,anterograde,9392,0.9707493540051679
22,220426,2,3,070,2,22,anterograde,8571,0.9418681318681319
23,220426,2,3,070,2,23,anterograde,1876,0.8427672955974843
24,220426,2,3,070,2,24,anterograde,1427,0.6907066795740562
25,220426,2,3,070,2,25,anterograde,1012,0.6133333333333333
26,220426,2,3,070,2,26,anterograde,148,0.21264367816091953
27,220426,2,3,070,2,27,anterograde,1299,0.7044468546637744
28,220426,2,3,070,2,28,anterograde,1682,0.6685214626391097
29,220426,2,3,070,2,29,anterograde,1843,0.47207991803278687
30,220426,2,3,070,2,30,anterograde,1094,0.8306757782839788
0,220426,2,3,070,2,0,stationary,3294,0.11978617404269246
1,220426,2,3,070,2,1,stationary,1274,0.09032258064516129
2,220426,2,3,070,2,2,stationary,276,0.016458942095533426
3,220426,2,3,070,2,3,stationary,3771,0.32868473808071125
4,220426,2,3,070,2,4,stationary,2301,0.23268277884518151
5,220426,2,3,070,2,5,stationary,210,0.021432945499081445
6,220426,2,3,070,2,6,stationary,0,0.0
7,220426,2,3,070,2,7,stationary,0,0.0
8,220426,2,3,070,2,8,stationary,88,0.01080284802356985
9,220426,2,3,070,2,9,stationary,0,0.0
10,220426,2,3,070,2,10,stationary,11460,0.8631467952097612
11,220426,2,3,070,2,11,stationary,875,0.054459451048733426
12,220426,2,3,070,2,12,stationary,4268,0.33320321648840656
13,220426,2,3,070,2,13,stationary,74,0.005748019263632127
14,220426,2,3,070,2,14,stationary,3435,0.1699317304838231
15,220426,2,3,070,2,15,stationary,2996,0.14052532833020637
16,220426,2,3,070,2,16,stationary,2594,0.1648030495552732
17,220426,2,3,070,2,17,stationary,1385,0.08306345208108433
18,220426,2,3,070,2,18,stationary,1933,0.0934448419220729
19,220426,2,3,070,2,19,stationary,2345,0.08764716875350402
20,220426,2,3,070,2,20,stationary,2074,0.09491122094087498
21,220426,2,3,070,2,21,stationary,199,0.020568475452196384
22,220426,2,3,070,2,22,stationary,178,0.01956043956043956
23,220426,2,3,070,2,23,stationary,0,0.0
24,220426,2,3,070,2,24,stationary,170,0.08228460793804453
25,220426,2,3,070,2,25,stationary,527,0.3193939393939394
26,220426,2,3,070,2,26,stationary,0,0.0
27,220426,2,3,070,2,27,stationary,76,0.04121475054229935
28,220426,2,3,070,2,28,stationary,291,0.1156597774244833
29,220426,2,3,070,2,29,stationary,1671,0.42802254098360654
30,220426,2,3,070,2,30,stationary,0,0.0
0,220426,2,3,071,0,0,retrograde,5082,0.12438200597190269
1,220426,2,3,071,0,1,retrograde,6730,0.23968943656955624
2,220426,2,3,071,0,2,retrograde,4357,0.27188767550702025
3,220426,2,3,071,0,3,retrograde,6104,0.27402918069584736
4,220426,2,3,071,0,4,retrograde,0,
5,220426,2,3,071,0,5,retrograde,12223,0.5857012794096507
6,220426,2,3,071,0,6,retrograde,14465,0.7878540305010894
7,220426,2,3,071,0,7,retrograde,0,
8,220426,2,3,071,0,8,retrograde,18269,0.7771396971243832
9,220426,2,3,071,0,9,retrograde,15250,0.7167026976219569
10,220426,2,3,071,0,10,retrograde,16442,0.8317903576668184
11,220426,2,3,071,0,11,retrograde,11600,0.7248640879835031
12,220426,2,3,071,0,12,retrograde,12349,0.6601272251029027
13,220426,2,3,071,0,13,retrograde,7752,0.5836031017089512
14,220426,2,3,071,0,14,retrograde,10757,0.6922581890726559
15,220426,2,3,071,0,15,retrograde,12028,0.6675546675546675
16,220426,2,3,071,0,16,retrograde,9456,0.7709114625794881
17,220426,2,3,071,0,17,retrograde,13176,0.19369918997985974
0,220426,2,3,071,0,0,anterograde,12339,0.3019971608987224
1,220426,2,3,071,0,1,anterograde,7107,0.25311631882612723
2,220426,2,3,071,0,2,anterograde,3426,0.21379095163806552
3,220426,2,3,071,0,3,anterograde,4138,0.18576879910213243
4,220426,2,3,071,0,4,anterograde,0,
5,220426,2,3,071,0,5,anterograde,2379,0.11399683741434664
6,220426,2,3,071,0,6,anterograde,1549,0.0843681917211329
7,220426,2,3,071,0,7,anterograde,0,
8,220426,2,3,071,0,8,anterograde,1917,0.08154670750382849
9,220426,2,3,071,0,9,anterograde,2250,0.1057430209606166
10,220426,2,3,071,0,10,anterograde,979,0.04952698942682248
11,220426,2,3,071,0,11,anterograde,1928,0.12047741048553397
12,220426,2,3,071,0,12,anterograde,1901,0.10161971454535736
13,220426,2,3,071,0,13,anterograde,3119,0.23481141308439357
14,220426,2,3,071,0,14,anterograde,2821,0.18154321384902503
15,220426,2,3,071,0,15,anterograde,2149,0.11926961926961926
16,220426,2,3,071,0,16,anterograde,1934,0.15767161258764062
17,220426,2,3,071,0,17,anterograde,42343,0.622480631551093
0,220426,2,3,071,0,0,stationary,23437,0.573620833129375
1,220426,2,3,071,0,1,stationary,14241,0.5071942446043165
2,220426,2,3,071,0,2,stationary,8242,0.5143213728549142
3,220426,2,3,071,0,3,stationary,12033,0.5402020202020202
4,220426,2,3,071,0,4,stationary,0,
5,220426,2,3,071,0,5,stationary,6267,0.3003018831760027
6,220426,2,3,071,0,6,stationary,2346,0.12777777777777777
7,220426,2,3,071,0,7,stationary,0,
8,220426,2,3,071,0,8,stationary,3322,0.14131359537178834
9,220426,2,3,071,0,9,stationary,3778,0.17755428141742646
10,220426,2,3,071,0,10,stationary,2346,0.11868265290635908
11,220426,2,3,071,0,11,stationary,2475,0.15465850153096294
12,220426,2,3,071,0,12,stationary,4457,0.23825306035174
13,220426,2,3,071,0,13,stationary,2412,0.18158548520665513
14,220426,2,3,071,0,14,stationary,1961,0.12619859707831907
15,220426,2,3,071,0,15,stationary,3841,0.21317571317571318
16,220426,2,3,071,0,16,stationary,876,0.07141692483287135
17,220426,2,3,071,0,17,stationary,12504,0.18382017846904725
0,220426,2,3,071,1,0,retrograde,2539,0.09401266338356723
1,220426,2,3,071,1,1,retrograde,6429,0.560407949790795
2,220426,2,3,071,1,2,retrograde,5160,0.8423114593535749
3,220426,2,3,071,1,3,retrograde,1438,0.2755317110557578
4,220426,2,3,071,1,4,retrograde,2316,0.18850724401758098
5,220426,2,3,071,1,5,retrograde,4990,0.34585528139728305
6,220426,2,3,071,1,6,retrograde,5178,0.21766362604565134
7,220426,2,3,071,1,7,retrograde,5837,0.2991799077396207
8,220426,2,3,071,1,8,retrograde,1661,0.11674984185000352
9,220426,2,3,071,1,9,retrograde,753,0.0638514372933096
10,220426,2,3,071,1,10,retrograde,461,0.08734369079196666
11,220426,2,3,071,1,11,retrograde,284,0.055982653262369404
12,220426,2,3,071,1,12,retrograde,267,0.06402877697841726
13,220426,2,3,071,1,13,retrograde,188,0.08499095840867993
14,220426,2,3,071,1,14,retrograde,454,0.16846011131725416
15,220426,2,3,071,1,15,retrograde,334,0.3432682425488181
16,220426,2,3,071,1,16,retrograde,227,0.8798449612403101
17,220426,2,3,071,1,17,retrograde,107,0.6331360946745562
18,220426,2,3,071,1,18,retrograde,101,1.0
19,220426,2,3,071,1,19,retrograde,141,1.0
20,220426,2,3,071,1,20,retrograde,306,1.0
21,220426,2,3,071,1,21,retrograde,0,0.0
22,220426,2,3,071,1,22,retrograde,0,
23,220426,2,3,071,1,23,retrograde,138,0.2863070539419087
24,220426,2,3,071,1,24,retrograde,114,0.1484375
25,220426,2,3,071,1,25,retrograde,79,0.4619883040935672
26,220426,2,3,071,1,26,retrograde,0,0.0
27,220426,2,3,071,1,27,retrograde,0,
28,220426,2,3,071,1,28,retrograde,56,1.0
29,220426,2,3,071,1,29,retrograde,210,0.2356902356902357
30,220426,2,3,071,1,30,retrograde,527,0.025354823189800337
0,220426,2,3,071,1,0,anterograde,16011,0.5928462991076388
1,220426,2,3,071,1,1,anterograde,4214,0.36732914923291493
2,220426,2,3,071,1,2,anterograde,398,0.06496898465556644
3,220426,2,3,071,1,3,anterograde,2961,0.5673500670626557
4,220426,2,3,071,1,4,anterograde,5326,0.43350154647566336
5,220426,2,3,071,1,5,anterograde,8077,0.5598142500693096
6,220426,2,3,071,1,6,anterograde,15587,0.655218798604397
7,220426,2,3,071,1,7,anterograde,9896,0.5072270630445925
8,220426,2,3,071,1,8,anterograde,8246,0.5796021648977296
9,220426,2,3,071,1,9,anterograde,10564,0.8957856355465107
10,220426,2,3,071,1,10,anterograde,4817,0.9126563092080333
11,220426,2,3,071,1,11,anterograde,4761,0.9384979302188055
12,220426,2,3,071,1,12,anterograde,3332,0.7990407673860911
13,220426,2,3,071,1,13,anterograde,2014,0.9104882459312839
14,220426,2,3,071,1,14,anterograde,521,0.19332096474953617
15,220426,2,3,071,1,15,anterograde,639,0.656731757451182
16,220426,2,3,071,1,16,anterograde,31,0.12015503875968993
17,220426,2,3,071,1,17,anterograde,62,0.3668639053254438
18,220426,2,3,071,1,18,anterograde,0,0.0
19,220426,2,3,071,1,19,anterograde,0,0.0
20,220426,2,3,071,1,20,anterograde,0,0.0
21,220426,2,3,071,1,21,anterograde,76,1.0
22,220426,2,3,071,1,22,anterograde,0,
23,220426,2,3,071,1,23,anterograde,332,0.6887966804979253
24,220426,2,3,071,1,24,anterograde,654,0.8515625
25,220426,2,3,071,1,25,anterograde,92,0.5380116959064327
26,220426,2,3,071,1,26,anterograde,70,1.0
27,220426,2,3,071,1,27,anterograde,0,
28,220426,2,3,071,1,28,anterograde,0,0.0
29,220426,2,3,071,1,29,anterograde,480,0.5387205387205387
30,220426,2,3,071,1,30,anterograde,20062,0.965215299494828
0,220426,2,3,071,1,0,stationary,8457,0.313141037508794
1,220426,2,3,071,1,1,stationary,829,0.0722629009762901
2,220426,2,3,071,1,2,stationary,568,0.09271955599085864
3,220426,2,3,071,1,3,stationary,820,0.1571182218815865
4,220426,2,3,071,1,4,stationary,4644,0.37799120950675563
5,220426,2,3,071,1,5,stationary,1361,0.09433046853340726
6,220426,2,3,071,1,6,stationary,3024,0.12711757534995166
7,220426,2,3,071,1,7,stationary,3777,0.19359302921578678
8,220426,2,3,071,1,8,stationary,4320,0.3036479932522668
9,220426,2,3,071,1,9,stationary,476,0.040362927160179765
10,220426,2,3,071,1,10,stationary,0,0.0
11,220426,2,3,071,1,11,stationary,28,0.005519416518825153
12,220426,2,3,071,1,12,stationary,571,0.1369304556354916
13,220426,2,3,071,1,13,stationary,10,0.0045207956600361665
14,220426,2,3,071,1,14,stationary,1720,0.6382189239332097
15,220426,2,3,071,1,15,stationary,0,0.0
16,220426,2,3,071,1,16,stationary,0,0.0
17,220426,2,3,071,1,17,stationary,0,0.0
18,220426,2,3,071,1,18,stationary,0,0.0
19,220426,2,3,071,1,19,stationary,0,0.0
20,220426,2,3,071,1,20,stationary,0,0.0
21,220426,2,3,071,1,21,stationary,0,0.0
22,220426,2,3,071,1,22,stationary,0,
23,220426,2,3,071,1,23,stationary,12,0.024896265560165973
24,220426,2,3,071,1,24,stationary,0,0.0
25,220426,2,3,071,1,25,stationary,0,0.0
26,220426,2,3,071,1,26,stationary,0,0.0
27,220426,2,3,071,1,27,stationary,0,
28,220426,2,3,071,1,28,stationary,0,0.0
29,220426,2,3,071,1,29,stationary,201,0.2255892255892256
30,220426,2,3,071,1,30,stationary,196,0.009429877315371663
0,220426,2,3,071,2,0,retrograde,816,0.08140462889066241
1,220426,2,3,071,2,1,retrograde,935,0.175520931105688
2,220426,2,3,071,2,2,retrograde,769,0.13865849260728452
3,220426,2,3,071,2,3,retrograde,719,0.21054172767203513
4,220426,2,3,071,2,4,retrograde,185,0.022478736330498177
5,220426,2,3,071,2,5,retrograde,327,0.10474055092889173
6,220426,2,3,071,2,6,retrograde,0,0.0
7,220426,2,3,071,2,7,retrograde,706,0.15947594307657556
8,220426,2,3,071,2,8,retrograde,296,0.06620442853947663
9,220426,2,3,071,2,9,retrograde,106,0.02504725897920605
10,220426,2,3,071,2,10,retrograde,313,0.198856416772554
11,220426,2,3,071,2,11,retrograde,750,0.6899724011039559
12,220426,2,3,071,2,12,retrograde,315,0.6164383561643836
13,220426,2,3,071,2,13,retrograde,0,0.0
14,220426,2,3,071,2,14,retrograde,0,0.0
15,220426,2,3,071,2,15,retrograde,0,0.0
